Dataset,language.id,language.name,glottocode,latitude,longitude,family,concept,form_id,value,form
ids,ids-413,Nung-Ninbei,nung1283,20.8965,104.286,Tai-Kadai,SMOOTH,ids-413-15-770-2,ŋau.2; lau.2,lau.2
ids,ids-414,Zhuang-Longzhou,zuoj1238,22.4,106.9,Tai-Kadai,SMOOTH,ids-414-15-770-1,lə:n.5; lə:n.5 łak.7,lə:n.5
ids,ids-414,Zhuang-Longzhou,zuoj1238,22.4,106.9,Tai-Kadai,SMOOTH,ids-414-15-770-2,lə:n.5; lə:n.5 łak.7,lə:n.5 łak.7
ids,ids-415,Sui,suii1243,24.0488,106.563,Tai-Kadai,SMOOTH,ids-415-15-770-1,ʔdjan.1 ʔdjoi.3; ka:n.5 kai.1,ʔdjan.1 ʔdjoi.3
ids,ids-415,Sui,suii1243,24.0488,106.563,Tai-Kadai,SMOOTH,ids-415-15-770-2,ʔdjan.1 ʔdjoi.3; ka:n.5 kai.1,ka:n.5 kai.1
ids,ids-416,Maonan,maon1241,25.0169,108.024,Tai-Kadai,SMOOTH,ids-416-15-770-1,lau.1,lau.1
ids,ids-417,Mulam,mula1253,24.8151,108.928,Tai-Kadai,SMOOTH,ids-417-15-770-1,kɔŋ.1,kɔŋ.1
ids,ids-418,Chadong,chad1240,25.23532,109.96041,Tai-Kadai,SMOOTH,ids-418-15-770-1,koŋ.4 kan.1,koŋ.4 kan.1
ids,ids-419,Southern Kam,sout2741,25.8874,109.222,Tai-Kadai,SMOOTH,ids-419-15-770-1,ljân.55,ljân.55
ids,ids-420,Lakkia,lakk1238,24.1169,110.106,Tai-Kadai,SMOOTH,ids-420-15-770-1,bla:k.8,bla:k.8
ids,ids-421,Hlai (Baoting variety),hlai1239,18.8062,109.459,Tai-Kadai,SMOOTH,ids-421-15-770-1,ki:t.7,ki:t.7
ids,ids-422,Langja Buyang,emab1235,23.604572,106.030277,Tai-Kadai,SMOOTH,ids-422-15-770-1,lɨ:n.24,lɨ:n.24
ids,ids-423,Ecun Buyang,lang1316,23.550258,106.016896,Tai-Kadai,SMOOTH,ids-423-15-770-1,hɛt.31,hɛt.31
ids,ids-424,Sanchong Kelao,gree1278,22.5632,104.698,Tai-Kadai,SMOOTH,ids-424-15-770-1,ʔlui.35,ʔlui.35
ids,ids-425,Qau Kelao,qaua1234,26.155438,106.16455,Tai-Kadai,SMOOTH,ids-425-15-770-1,chi.35 pje.42,chi.35 pje.42
ids,ids-500,Aghul (Koshan dialect),kosh1245,None,None,Nakh-Daghestanian,SMOOTH,ids-500-15-770-1,цӀенглед,cʼengled
ids,ids-501,Botlikh (Miarso dialect),botl1242,42.665,46.22,Nakh-Daghestanian,SMOOTH,ids-501-15-770-1,цІвакадаб,cʼʷakadab
ids,ids-502,Chamalal (Gigatli dialect),giga1238,None,None,Nakh-Daghestanian,SMOOTH,ids-502-15-770-1,чанчу,čanču
ids,ids-503,Dargwa (Chirag dialect),chir1284,41.869481,47.41111,Nakh-Daghestanian,SMOOTH,ids-503-15-770-1,лягъумзе,laˤɣumze
ids,ids-504,Dargwa (Gapshima Shukti dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-504-15-770-1,лугІянзе,luʕaˁnze
ids,ids-505,Dargwa (Gapshima dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-505-15-770-1,лугІянсе,luʕaˤnse
ids,ids-506,Dargwa (Gubden dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-506-15-770-1,гъалагил,ɣalagil
ids,ids-507,Dargwa (Kadar dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-507-15-770-1,гъалагил,ɣalagil
ids,ids-508,Dargwa (Megeb dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-508-15-770-1,"бамъури, бамури",bamʔuri
ids,ids-508,Dargwa (Megeb dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-508-15-770-2,"бамъури, бамури",bamuri
ids,ids-509,Dargwa (Mekegi dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-509-15-770-1,гъалагил,ɣalagil
ids,ids-510,Dargwa (Mugi dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-510-15-770-1,лугІянил,luʕaˁnil
ids,ids-511,Dargwa (Sirkhi dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-511-15-770-1,"лугӀунци, люгIюнци",luʕunci
ids,ids-511,Dargwa (Sirkhi dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-511-15-770-2,"лугӀунци, люгIюнци",lyuʕyunci
ids,ids-512,"Dargwa (Tsudakhar dialect, Tanty subdialect)",cuda1238,None,None,Nakh-Daghestanian,SMOOTH,ids-512-15-770-1,"лугӀянсе, диркьсе",luʕaˤnse
ids,ids-512,"Dargwa (Tsudakhar dialect, Tanty subdialect)",cuda1238,None,None,Nakh-Daghestanian,SMOOTH,ids-512-15-770-2,"лугӀянсе, диркьсе",dirqʼse
ids,ids-513,Dargwa (Tsudakhar dialect),cuda1238,None,None,Nakh-Daghestanian,SMOOTH,ids-513-15-770-1,лоъонасе,loʔonase
ids,ids-514,Dargwa (Urakhi dialect),urax1238,None,None,Nakh-Daghestanian,SMOOTH,ids-514-15-770-1,лугІяна,luʕaˤna
ids,ids-515,Dargwa (Usisha dialect),darg1241,42.4257,47.4388,Nakh-Daghestanian,SMOOTH,ids-515-15-770-1,диркьсе,dirqʼse
ids,ids-516,Ingush,ingu1240,43.11,45.03,Nakh-Daghestanian,SMOOTH,ids-516-15-770-1,шаьра,sära
ids,ids-517,Bezhta (Khasharkhota dialect),khoc1238,None,None,Nakh-Daghestanian,SMOOTH,ids-517-15-770-1,кІакІало,kʼakʼalo
ids,ids-518,Kryz,kryt1240,41.1811,48.1846,Nakh-Daghestanian,SMOOTH,ids-518-15-770-1,гІамавар,ʕamavar
ids,ids-519,Kumyk (Dorgeli dialect),kumy1244,43.0,47.0,Turkic,SMOOTH,ids-519-15-770-1,тегиш,tegiš
ids,ids-520,Kumyk (Kajtak Tumenler dialect),kumy1244,43.0,47.0,Turkic,SMOOTH,ids-520-15-770-1,тегиш,tegiš
ids,ids-521,Kumyk (Kajtak dialect),kumy1244,43.0,47.0,Turkic,SMOOTH,ids-521-15-770-1,тегиш,tegiš
ids,ids-522,Kumyk (Karabudakhkent dialect),kumy1244,43.0,47.0,Turkic,SMOOTH,ids-522-15-770-1,тегиш,tegiš
ids,ids-523,Kumyk (Ter Bragun dialect),kumy1244,43.0,47.0,Turkic,SMOOTH,ids-523-15-770-1,"тегиш, тюз",tegiš
ids,ids-523,Kumyk (Ter Bragun dialect),kumy1244,43.0,47.0,Turkic,SMOOTH,ids-523-15-770-2,"тегиш, тюз",tüz
ids,ids-524,Lak (Arakul dialect),lakk1252,42.1328,47.0809,Nakh-Daghestanian,SMOOTH,ids-524-15-770-1,бючІа,boˤrčʼa
ids,ids-525,Lak (Balkhar dialect),lakk1252,42.1328,47.0809,Nakh-Daghestanian,SMOOTH,ids-525-15-770-1,дюрчӀусса,doˤrčʼus̄a
ids,ids-526,Lak (Shali dialect),lakk1252,42.1328,47.0809,Nakh-Daghestanian,SMOOTH,ids-526-15-770-1,бювчІусса,boˤwčʼus̄a
ids,ids-527,Rutul (Borchino Khnow dialect),rutu1240,41.6187,47.3244,Nakh-Daghestanian,SMOOTH,ids-527-15-770-1,гьамаварыд,hamawarɨd
ids,ids-528,Rutul (Ikhrek dialect),ixre1238,None,None,Nakh-Daghestanian,SMOOTH,ids-528-15-770-1,"цІумцІурыд, дузуд",cʼumcʼurɨd
ids,ids-528,Rutul (Ikhrek dialect),ixre1238,None,None,Nakh-Daghestanian,SMOOTH,ids-528-15-770-2,"цІумцІурыд, дузуд",duzud
ids,ids-529,Rutul (Mukhrek) dialect,ixre1238,None,None,Nakh-Daghestanian,SMOOTH,ids-529-15-770-1,цІумцІурды,cʼumcʼurdɨ
ids,ids-530,Rutul (Shinaz dialect),shin1265,None,None,Nakh-Daghestanian,SMOOTH,ids-530-15-770-1,цІумцІарды,cʼumcʼardɨ
ids,ids-531,"Bezhta (Tlyadal dialect, Karauzek subdialect)",tlya1238,None,None,Nakh-Daghestanian,SMOOTH,ids-531-15-770-1,"кІакІало, битIараб",kʼakʼalo
ids,ids-531,"Bezhta (Tlyadal dialect, Karauzek subdialect)",tlya1238,None,None,Nakh-Daghestanian,SMOOTH,ids-531-15-770-2,"кІакІало, битIараб",bitʼarab
ids,ids-532,Tsakhur (Gelmets dialect),tsak1249,41.5916,46.8858,Nakh-Daghestanian,SMOOTH,ids-532-15-770-1,выжанан’,wɨžaninʲ
ids,ids-533,Tsova-Tush,bats1242,42.1806,45.344,Nakh-Daghestanian,SMOOTH,ids-533-15-770-1,"нипсиᴴ, сцІор",nipsiⁿ
ids,ids-533,Tsova-Tush,bats1242,42.1806,45.344,Nakh-Daghestanian,SMOOTH,ids-533-15-770-2,"нипсиᴴ, сцІор",scʼor
ids,ids-534,Archi (variety 2),arch1244,42.3239,46.8267,Nakh-Daghestanian,SMOOTH,ids-534-15-770-1,чулаттут,čulat̄ut
ids,ids-701,Bengali,beng1280,24.0,90.0,Indo-European,SMOOTH,ids-701-15-770-1,molāyema,molāyema
ids,ids-702,Hindi,hind1269,25.0,77.0,Indo-European,SMOOTH,ids-702-15-770-1,tʃikan̪aː,tʃikan̪aː
ids,ids-703,Khasi,khas1269,24.977,91.9998,Austroasiatic,SMOOTH,ids-703-15-770-1,jlih,jlih
ids,ids-704,Mahasu Pahari (Kotghari dialect),maha1287,31.0088,77.5317,Indo-European,SMOOTH,ids-704-15-770-1,sõrlo,sõrlo
ids,ids-705,Marathi,mara1378,17.9344,76.6665,Indo-European,SMOOTH,ids-705-15-770-1,"sapaːʈ, guɭaguɭiːt̪",sapaːʈ
ids,ids-705,Marathi,mara1378,17.9344,76.6665,Indo-European,SMOOTH,ids-705-15-770-2,"sapaːʈ, guɭaguɭiːt̪",guɭaguɭiːt̪
ids,ids-706,Nepali,east1436,27.5947033333,87.6200833333,Indo-European,SMOOTH,ids-706-15-770-1,ciplō,ciplō
ids,ids-707,Punjabi,west2386,30.0948,75.3474,Indo-European,SMOOTH,ids-707-15-770-1,mulāyama,mulāyama
ids,ids-708,Tamil,tami1289,10.520219,78.825989,Dravidian,SMOOTH,ids-708-15-770-1,vaḻavaḻappāṉa,vaḻavaḻappāṉa
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-1,"nunu, nunupu, nunna; mṛduwu",nunu
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-2,"nunu, nunupu, nunna; mṛduwu",nunupu
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-3,"nunu, nunupu, nunna; mṛduwu",nunna
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-4,"nunu, nunupu, nunna; mṛduwu",mṛduwu
ids,ids-710,Tibetan,tibe1272,28.3681,90.1872,Sino-Tibetan,SMOOTH,ids-710-15-770-1,jampo,jampo
ids,ids-800,Kme-2 (Kemie variety),manm1238,22.0743,100.842,Austroasiatic,SMOOTH,ids-800-15-770-1,hiap.33,hiap.33
ids,ids-801,Bulang,blan1242,22.0092,99.7405,Austroasiatic,SMOOTH,ids-801-15-770-1,hai.51 mut.33,hai.51 mut.33
ids,ids-802,Bulang-2,blan1242,22.0092,99.7405,Austroasiatic,SMOOTH,ids-802-15-770-1,ʔa.31 khliat.51,ʔa.31 khliat.51
ids,ids-803,Bulang-3,blan1242,22.0092,99.7405,Austroasiatic,SMOOTH,ids-803-15-770-1,khlɛt.55,khlɛt.55
ids,ids-804,Keme (Kemie variety),manm1238,22.0743,100.842,Austroasiatic,SMOOTH,ids-804-15-770-1,len.35,len.35
ids,ids-805,Xu,huuu1240,22.0163,100.881,Austroasiatic,SMOOTH,ids-805-15-770-1,khliet.31,khliet.31
ids,ids-806,Mang'an B. (MNN),None,None,None,None,SMOOTH,ids-806-15-770-1,ri.33 mɨt.33,ri.33 mɨt.33
ids,ids-807,Wa,nucl1290,23.1024,99.108,Austroasiatic,SMOOTH,ids-807-15-770-1,ńu.A,ńu.A
ids,ids-808,Rumai,ruma1248,23.6404,97.3172,Austroasiatic,SMOOTH,ids-808-15-770-1,ləm.55,ləm.55
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,SMOOTH,ids-809-15-770-1,mial,mial
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,SMOOTH,ids-809-15-770-2,mial,mial
ids,ids-810,Pusing,bitt1240,21.3474,101.916,Austroasiatic,SMOOTH,ids-810-15-770-1,lət mat,lət mat
ids,ids-811,Paliu,boly1239,24.7013,104.955,Austroasiatic,SMOOTH,ids-811-15-770-1,ri.33 mɨt.33,ri.33 mɨt.33
ids,ids-814,Mlabri,mlab1235,18.5533,101.163,Austroasiatic,SMOOTH,ids-814-15-770-1,tha lu,tha lu
ids,ids-815,Cuoi,cuoi1242,None,None,Austroasiatic,SMOOTH,ids-815-15-770-1,klə:n.33,klə:n.33
ids,ids-818,Tho Mun (THM),None,None,None,None,SMOOTH,ids-818-15-770-1,ṭə:n.A,ṭə:n.A
ids,ids-818,Tho Mun (THM),None,None,None,None,SMOOTH,ids-818-15-770-2,ṭə:n.33,ṭə:n.33
ids,ids-819,LiHa,cuoi1242,None,None,Austroasiatic,SMOOTH,ids-819-15-770-1,kle:n.31,kle:n.31
ids,ids-820,Phong,phon1246,19.9622,104.088,Austroasiatic,SMOOTH,ids-820-15-770-1,lian.42,lian.42
ids,ids-821,TUL,None,None,None,None,SMOOTH,ids-821-15-770-1,lə̆ʔiat.212,lə̆ʔiat.212
ids,ids-822,Tum,cuoi1242,None,None,Austroasiatic,SMOOTH,ids-822-15-770-1,plɛ:l.24,plɛ:l.24
ids,ids-824,Phu Tho M (PHU),None,None,None,None,SMOOTH,ids-824-15-770-1,ńăn.4,ńăn.4
ids,ids-825,Kha Poong,khap1242,18.25,105.0,Austroasiatic,SMOOTH,ids-825-15-770-1,saŋ.13,saŋ.13
ids,ids-826,Malieng,mali1278,None,None,Austroasiatic,SMOOTH,ids-826-15-770-1,ka:ńan.44,ka:ńan.44
ids,ids-827,Ahlao (Thavung),aheu1239,17.7655,104.229,Austroasiatic,SMOOTH,ids-827-15-770-1,hăʔdiʔ.B kŏh.B,hăʔdiʔ.B kŏh.B
ids,ids-829,Nyakur,nyah1250,15.8909,101.515,Austroasiatic,SMOOTH,ids-829-15-770-1,hriəp (T),hriəp
ids,ids-830,Pear,pear1247,13.593,105.028,Austroasiatic,SMOOTH,ids-830-15-770-1,prɛt liat,prɛt liat
ids,ids-831,SAN,None,None,None,None,SMOOTH,ids-831-15-770-1,phań.55,phań.55
ids,ids-832,Kasong,suoy1242,11.936,104.136,Austroasiatic,SMOOTH,ids-832-15-770-1,riəp.E,riəp.E
ids,ids-833,Samre,somr1240,12.243,103.139,Austroasiatic,SMOOTH,ids-833-15-770-1,riəp.B,riəp.B
ids,ids-834,Chong,chon1284,12.5218,102.514,Austroasiatic,SMOOTH,ids-834-15-770-1,səmə:.A,səmə:.A
ids,ids-835,KNB (a Pearic variety),west2394,None,None,Austroasiatic,SMOOTH,ids-835-15-770-1,ri:əp,ri:əp
ids,ids-836,Surin Khmer,suri1265,None,None,Austroasiatic,SMOOTH,ids-836-15-770-1,ri:əp,ri:əp
ids,ids-838,Iduh,oduu1239,19.3497,104.106,Austroasiatic,SMOOTH,ids-838-15-770-1,bîn,bîn
ids,ids-839,Mang Ch,mang1378,21.4305,102.133,Austroasiatic,SMOOTH,ids-839-15-770-1,pə.31 luaŋ.51,pə.31 luaŋ.51
ids,ids-840,Mang VN,mang1378,21.4305,102.133,Austroasiatic,SMOOTH,ids-840-15-770-1,ba:ŋ.2,ba:ŋ.2
ids,ids-840,Mang VN,mang1378,21.4305,102.133,Austroasiatic,SMOOTH,ids-840-15-770-2,pa:.1 lu:aŋ.4,pa:.1 lu:aŋ.4
ids,ids-26,Avar (Batlukh dialect),batl1238,None,None,Nakh-Daghestanian,ROUGH,ids-26-15-760-1,согІа,soʕa
ids,ids-27,Avar (Hid dialect),hidd1238,None,None,Nakh-Daghestanian,ROUGH,ids-27-15-760-1,хъачІаб,qačʼab
ids,ids-28,Avar (Andalal dialect),anda1281,None,None,Nakh-Daghestanian,ROUGH,ids-28-15-760-1,хачІаб,xačʼab
ids,ids-29,Avar (Antsukh dialect),ancu1238,None,None,Nakh-Daghestanian,ROUGH,ids-29-15-760-1,хъачІаб,qačʼab
ids,ids-30,Avar (Zakataly dialect),zaka1239,None,None,Nakh-Daghestanian,ROUGH,ids-30-15-760-1,джадаб,ǯadab
ids,ids-31,Avar (Karakh dialect),kara1473,None,None,Nakh-Daghestanian,ROUGH,ids-31-15-760-1,хъачІаб,qačʼab
ids,ids-32,Andi,andi1255,42.8078,46.2919,Nakh-Daghestanian,ROUGH,ids-32-15-760-1,хъачІи,qačʼi
ids,ids-33,Akhvakh (Northern dialect),akhv1239,42.4003,46.3037,Nakh-Daghestanian,ROUGH,ids-33-15-760-1,хъачІадабе,q̄ačʼadabe
ids,ids-34,Akhvakh (Southern dialect),akhv1239,42.4003,46.3037,Nakh-Daghestanian,ROUGH,ids-34-15-760-1,хъачІедаб,q̄ačʼedab
ids,ids-35,Bagvalal,bagv1239,42.3966,46.1041,Nakh-Daghestanian,ROUGH,ids-35-15-760-1,хъачІуб,qačʼub
ids,ids-37,Botlikh,botl1242,42.665,46.22,Nakh-Daghestanian,ROUGH,ids-37-15-760-1,кьантІи,ƛ̄ʼantʼi
ids,ids-38,Godoberi,ghod1238,42.7428,46.2252,Nakh-Daghestanian,ROUGH,ids-38-15-760-1,хъачІаб,qačʼab
ids,ids-39,Karata,kara1474,42.6501,46.3151,Nakh-Daghestanian,ROUGH,ids-39-15-760-1,хъачІоб,qačʼob
ids,ids-40,Karata (Tokitin dialect),toki1238,42.5727,46.3724,Nakh-Daghestanian,ROUGH,ids-40-15-760-1,хъачІуб,qačʼub
ids,ids-41,Khwarshi (Khwarshi dialect),xvar1237,None,None,Nakh-Daghestanian,ROUGH,ids-41-15-760-1,хъохъору,qoqoru
ids,ids-42,Hinuq,hinu1240,42.4502,45.8064,Nakh-Daghestanian,ROUGH,ids-42-15-760-1,"болІойу, хъачІав",boƛoyu
ids,ids-42,Hinuq,hinu1240,42.4502,45.8064,Nakh-Daghestanian,ROUGH,ids-42-15-760-2,"болІойу, хъачІав",qačʼaw
ids,ids-50,Tindi,tind1238,42.3316,45.9227,Nakh-Daghestanian,ROUGH,ids-50-15-760-1,"хъечІуб, кьагъалІа",qečʼub
ids,ids-50,Tindi,tind1238,42.3316,45.9227,Nakh-Daghestanian,ROUGH,ids-50-15-760-2,"хъечІуб, кьагъалІа",ƛ̄ʼaɣaƛa
ids,ids-51,Chamalal,cham1309,42.5024,45.995,Nakh-Daghestanian,ROUGH,ids-51-15-760-1,"кьагъуб, хъачІуб, бигьу-бицуб",ƛ̄ʼaɣub
ids,ids-51,Chamalal,cham1309,42.5024,45.995,Nakh-Daghestanian,ROUGH,ids-51-15-760-2,"кьагъуб, хъачІуб, бигьу-бицуб",qačʼub
ids,ids-51,Chamalal,cham1309,42.5024,45.995,Nakh-Daghestanian,ROUGH,ids-51-15-760-3,"кьагъуб, хъачІуб, бигьу-бицуб",bihu-bicub
ids,ids-52,Hunzib,hunz1247,42.0808,46.1369,Nakh-Daghestanian,ROUGH,ids-52-15-760-1,"чІечІеру, хъачІаб",čʼečʼeru
ids,ids-52,Hunzib,hunz1247,42.0808,46.1369,Nakh-Daghestanian,ROUGH,ids-52-15-760-2,"чІечІеру, хъачІаб",qačʼab
ids,ids-54,Khwarshi (Inkhokvari dialect),inxo1238,None,None,Nakh-Daghestanian,ROUGH,ids-54-15-760-1,"локІос гьиква, хъоІхъоІру",lokʼos hikʷa
ids,ids-54,Khwarshi (Inkhokvari dialect),inxo1238,None,None,Nakh-Daghestanian,ROUGH,ids-54-15-760-2,"локІос гьиква, хъоІхъоІру",qoʼqoʼru
ids,ids-55,Tsez (Sagada dialect),saga1261,None,None,Nakh-Daghestanian,ROUGH,ids-55-15-760-1,хъІачІав,qˤačʼaw
ids,ids-56,Lak,lakk1252,42.1328,47.0809,Nakh-Daghestanian,ROUGH,ids-56-15-760-1,гьарапІарасса,harapʼaras̄a
ids,ids-57,Dargwa,darg1241,42.4257,47.4388,Nakh-Daghestanian,ROUGH,ids-57-15-760-1,кьяркьси,qʼaˤrqʼsi
ids,ids-58,Dargwa (Itsari dialect),icar1234,None,None,Nakh-Daghestanian,ROUGH,ids-58-15-760-1,гъургъа,ɣurɣa
ids,ids-59,Dargwa (Kubachi dialect),kuba1248,42.08504,47.601843,Nakh-Daghestanian,ROUGH,ids-59-15-760-1,чІячІязиб,čʼaˤčʼaˤzib
ids,ids-60,Dargwa (Khajdak dialect),kajt1238,42.052428,47.776611,Nakh-Daghestanian,ROUGH,ids-60-15-760-1,чурхкай,čurxkay
ids,ids-61,Aghul,aghu1253,41.9242,47.5843,Nakh-Daghestanian,ROUGH,ids-61-15-760-1,хуцІеф,xucʼef
ids,ids-62,Archi (variety 1),arch1244,42.3239,46.8267,Nakh-Daghestanian,ROUGH,ids-62-15-760-1,хъархъадут,qarqadut
ids,ids-63,Budukh,budu1248,41.2272,48.3353,Nakh-Daghestanian,ROUGH,ids-63-15-760-1,"кІеви, кІепи, кубуд",kʼewi
ids,ids-63,Budukh,budu1248,41.2272,48.3353,Nakh-Daghestanian,ROUGH,ids-63-15-760-2,"кІеви, кІепи, кубуд",kʼepi
ids,ids-63,Budukh,budu1248,41.2272,48.3353,Nakh-Daghestanian,ROUGH,ids-63-15-760-3,"кІеви, кІепи, кубуд",kubud
ids,ids-64,Lezgian,lezg1247,41.5157,47.8951,Nakh-Daghestanian,ROUGH,ids-64-15-760-1,векъи,weq̄i
ids,ids-65,Lezgi (Mikrakh dialect),lezg1247,41.5157,47.8951,Nakh-Daghestanian,ROUGH,ids-65-15-760-1,векъи,weq̄i
ids,ids-66,Rutul,rutu1240,41.6187,47.3244,Nakh-Daghestanian,ROUGH,ids-66-15-760-1,"терсды, гьуІрметсызды",tersdɨ
ids,ids-66,Rutul,rutu1240,41.6187,47.3244,Nakh-Daghestanian,ROUGH,ids-66-15-760-2,"терсды, гьуІрметсызды",huˤrmetsɨzdɨ
ids,ids-67,Tabasaran (Northern dialect Khanag subdialect),taba1259,42.0198,47.8379,Nakh-Daghestanian,ROUGH,ids-67-15-760-1,"турши, къакъи, къулайсуз",turši
ids,ids-67,Tabasaran (Northern dialect Khanag subdialect),taba1259,42.0198,47.8379,Nakh-Daghestanian,ROUGH,ids-67-15-760-2,"турши, къакъи, къулайсуз",q̄aq̄i
ids,ids-67,Tabasaran (Northern dialect Khanag subdialect),taba1259,42.0198,47.8379,Nakh-Daghestanian,ROUGH,ids-67-15-760-3,"турши, къакъи, къулайсуз",q̄ulaysuz
ids,ids-68,Tabasaran (Southern dialect),sout2752,None,None,Nakh-Daghestanian,ROUGH,ids-68-15-760-1,"мешребсуз, кубут, бегьем дару",mešrebsuz
ids,ids-68,Tabasaran (Southern dialect),sout2752,None,None,Nakh-Daghestanian,ROUGH,ids-68-15-760-2,"мешребсуз, кубут, бегьем дару",kubut
ids,ids-68,Tabasaran (Southern dialect),sout2752,None,None,Nakh-Daghestanian,ROUGH,ids-68-15-760-3,"мешребсуз, кубут, бегьем дару",behem daru
ids,ids-69,Khinalug,khin1240,41.1801,48.0571,Nakh-Daghestanian,ROUGH,ids-69-15-760-1,"кубут, къатангъаз, сар",kubut
ids,ids-69,Khinalug,khin1240,41.1801,48.0571,Nakh-Daghestanian,ROUGH,ids-69-15-760-2,"кубут, къатангъаз, сар",q̄atanɣaz
ids,ids-69,Khinalug,khin1240,41.1801,48.0571,Nakh-Daghestanian,ROUGH,ids-69-15-760-3,"кубут, къатангъаз, сар",sar
ids,ids-70,Tsakhur,tsak1249,41.5916,46.8858,Nakh-Daghestanian,ROUGH,ids-70-15-760-1,кобутун,kobutun
ids,ids-71,Azerbaijani,nort2697,40.9777,46.4737,Turkic,ROUGH,ids-71-15-760-1,кобут,kobut
ids,ids-72,Kumyk,kumy1244,43.0,47.0,Turkic,ROUGH,ids-72-15-760-1,"ишгъынсыз, тири",išɣɨnsɨz
ids,ids-72,Kumyk,kumy1244,43.0,47.0,Turkic,ROUGH,ids-72-15-760-2,"ишгъынсыз, тири",tiri
ids,ids-73,Nogai,noga1249,43.5917,46.6618,Turkic,ROUGH,ids-73-15-760-1,"каты, келиссиз этилген",katɨ
ids,ids-73,Nogai,noga1249,43.5917,46.6618,Turkic,ROUGH,ids-73-15-760-2,"каты, келиссиз этилген",kelis̄iz etilgen
ids,ids-74,Judeo-Tat,jude1256,42.068306,48.264749,Indo-European,ROUGH,ids-74-15-760-1,бихьуьрметлуье,bix̌urmetlüye
ids,ids-75,Chechen,chec1245,43.5,45.5,Nakh-Daghestanian,ROUGH,ids-75-15-760-1,"морса, шога",morsa
ids,ids-75,Chechen,chec1245,43.5,45.5,Nakh-Daghestanian,ROUGH,ids-75-15-760-2,"морса, шога",šoga
ids,ids-80,Udi,udii1243,40.9,47.7236,Nakh-Daghestanian,ROUGH,ids-80-15-760-1,туьнд,tünd
ids,ids-81,Avar (Kusur dialect),avar1256,41.7047,46.558,Nakh-Daghestanian,ROUGH,ids-81-15-760-1,къванкъураб,qʼʷanqʼurab
ids,ids-107,Avar,avar1256,41.7047,46.558,Nakh-Daghestanian,ROUGH,ids-107-15-760-1,"хъачІаб, согІаб",qačʼab
ids,ids-107,Avar,avar1256,41.7047,46.558,Nakh-Daghestanian,ROUGH,ids-107-15-760-2,"хъачІаб, согІаб",soʕab
ids,ids-126,Erzya Mordvin,erzy1239,52.8548,45.3901,Uralic,ROUGH,ids-126-15-760-1,kazʸamo,kazʸamo
ids,ids-127,Estonian,esto1258,58.55,25.82,Uralic,ROUGH,ids-127-15-760-1,kar̃e; kar̃m,kar̃e
ids,ids-127,Estonian,esto1258,58.55,25.82,Uralic,ROUGH,ids-127-15-760-2,kar̃e; kar̃m,kar̃m
ids,ids-128,Finnish,finn1318,64.7628,25.5577,Uralic,ROUGH,ids-128-15-760-1,epætasainen; kar̃kea,epætasainen
ids,ids-128,Finnish,finn1318,64.7628,25.5577,Uralic,ROUGH,ids-128-15-760-2,epætasainen; kar̃kea,kar̃kea
ids,ids-131,Hungarian,hung1274,46.9068585714,19.6555271429,Uralic,ROUGH,ids-131-15-760-1,érdes,eerdeš
ids,ids-139,Komi,komi1268,64.0527,54.946,Uralic,ROUGH,ids-139-15-760-1,sar̃öga,sar̃öga
ids,ids-143,Northern Saami,nort2671,68.725,22.1113,Uralic,ROUGH,ids-143-15-760-1,r̃oɑkkɑs,r̃oɑkkɑs
ids,ids-147,Mari,east2328,55.8307,48.405,Uralic,ROUGH,ids-147-15-760-1,kozə'r̃a,kozə'r̃a
ids,ids-148,Nenets,nene1249,66.1775,71.0234,Uralic,ROUGH,ids-148-15-760-1,nasor̃tana ~ nasor̃pey,nasor̃tana
ids,ids-148,Nenets,nene1249,66.1775,71.0234,Uralic,ROUGH,ids-148-15-760-2,nasor̃tana ~ nasor̃pey,nasor̃pey
ids,ids-159,Udmurt,udmu1245,56.12921,52.63548,Uralic,ROUGH,ids-159-15-760-1,šakɩr̃es ~ vogɩr̃iyo,šakɩr̃es
