color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#805033,18,789,NA,NA,Hmong-Mien,sout2754,chenhmongmien-SouthernQiandong,{},25.6618,108.533,Eurasia,NA,"Qiandong, South",283
#338080,14,908,NA,NA,Sino-Tibetan,nort2722,suntb-MawoQiang,{},32.2766,103.192,Eurasia,NA,Qiang (Mawo),1748
#338080,14,920,NA,NA,Sino-Tibetan,taop1238,suntb-TaopingQiang,{},NA,NA,Eurasia,NA,Qiang (Taoping),1761
#338080,13,499,NA,NA,Sino-Tibetan,qili1234,allenbai-Qiliqiao,{},25.6553283,100.1709288,NA,NA,Qiliqiao,36
#338080,3,840,NA,NA,Sino-Tibetan,xish1235,yanglalo-Qingyun,{},24.8709,100.711,Eurasia,NA,Qingyun,3054
#338080,14,929,NA,NA,Sino-Tibetan,quey1238,suntb-YajiangQueyu,{},30.3113,100.813,Eurasia,NA,Queyu (Yajiang) [Zhaba],1768
#338080,9,467,NA,NA,Sino-Tibetan,rahu1234,bodtkhobwa-Rahung,{},NA,NA,NA,NA,Rahung,73
#80336C,30,46,NA,NA,Lower Sepik-Ramu,raoo1244,transnewguineaorg-rao,{},-4.85243,144.511,Papunesia,NA,Rao,2653
#803333,17,83,NA,NA,Austronesian,rapa1244,diacl-13500,{},-27.113,-109.342,Papunesia,NA,Rapanui,296
#803333,4,1073,NA,NA,Austronesian,rapa1244,ids-238,{},-27.113,-109.342,Papunesia,NA,Rapa Nui,851
#CC5151,26,299,NA,NA,Nuclear Trans New Guinea,rapt1240,zgraggenmadang-rapting,{},-4.99351,145.671,Papunesia,NA,rapting,3122
#CC5151,30,291,NA,NA,Nuclear Trans New Guinea,rapt1240,transnewguineaorg-rapting,{},-4.99351,145.671,Papunesia,NA,Rapting,2654
#5170CC,30,199,NA,NA,Lakes Plain,rasa1243,transnewguineaorg-rasawa,{},-2.37609,136.352,Papunesia,NA,Rasawa,2655
#CC5151,30,52,NA,NA,Nuclear Trans New Guinea,rawa1267,transnewguineaorg-rawa,{},-5.83155,145.937,Papunesia,NA,Rawa,2656
#803333,15,313,NA,NA,Austronesian,rawo1242,tryonsolomon-rawo,{},NA,NA,Papunesia,NA,Rawo,2978
#803333,15,300,NA,NA,Austronesian,natu1246,tryonsolomon-reefs,{},-10.6771,165.835,Papunesia,NA,Reefs,2979
#803333,16,517,NA,NA,Austronesian,nucl1516,lexirumah-remb1250,{},NA,NA,Papunesia,NA,Rembong,1437
#CC5151,26,297,NA,NA,Nuclear Trans New Guinea,remp1241,zgraggenmadang-rempi,{},-5.02487,145.782,Papunesia,NA,rempi,3123
#CC5151,30,289,NA,NA,Nuclear Trans New Guinea,remp1241,transnewguineaorg-rempi,{},-5.02487,145.782,Papunesia,NA,Rempi,2657
#338080,19,472,NA,NA,Sino-Tibetan,sout2732,marrisonnaga-Rengma,{},26.1178,94.6853,Eurasia,NA,Rengma,1539
#51CC70,23,502,NA,NA,Tai-Kadai,sand1270,castrosui-RenliEasternSandong,{},NA,NA,Eurasia,NA,Renli,258
#803333,15,311,NA,NA,Austronesian,renn1242,tryonsolomon-rennell,{},-11.6237,160.265,Papunesia,NA,Rennell,2980
#CC5151,26,257,NA,NA,Nuclear Trans New Guinea,rera1240,zgraggenmadang-rerau,{},-5.51361,145.716,Papunesia,NA,rerau,3124
#CC5151,30,248,NA,NA,Nuclear Trans New Guinea,rera1240,transnewguineaorg-rerau,{},-5.51361,145.716,Papunesia,NA,Rerau,2658
#51CC9E,10,325,NA,NA,Arawakan,resi1247,hubercolumbian-Resigaro,{},-2.48139,-71.3578,South America,NA,Resígaro,741
#593380,16,565,NA,NA,Timor-Alor-Pantar,rett1240,lexirumah-rett1240-hula,{},-8.22481,124.36,Papunesia,NA,"Reta, Hula",1439
#593380,16,568,NA,NA,Timor-Alor-Pantar,rett1240,lexirumah-rett1240,{},-8.22481,124.36,Papunesia,NA,"Reta, Pura",1438
#593380,16,295,NA,NA,Timor-Alor-Pantar,rett1240,lexirumah-rett1240-tern,{},-8.22481,124.36,Papunesia,NA,"Reta, Ternate",1440
#338080,14,904,NA,NA,Sino-Tibetan,maer1238,suntb-MaerkangrGyalrong,{},NA,NA,Eurasia,NA,rGyalrong,1745
#338080,24,612,NA,NA,Sino-Tibetan,situ1238,naganorgyalrongic-GanziDanbarGyalrong,{},31.590536,102.660664,Eurasia,NA,rGyalrong (Ganzi Danba Badi Munashan),1565
#338080,24,707,NA,NA,Sino-Tibetan,shan1274,naganorgyalrongic-JinchuanErkairGyalrong,{},32.225,102.63,Eurasia,NA,rGyalrong (Jinchuan Erkai),1566
#338080,24,712,NA,NA,Sino-Tibetan,eree1240,naganorgyalrongic-JinchuanGuaninqiaorGyalrong,{},NA,NA,Eurasia,NA,rGyalrong (Jinchuan Guaninqiao Wobzi),1567
#338080,24,857,NA,NA,Sino-Tibetan,lixi1238,naganorgyalrongic-LixianXuechengrGyalrong,{},NA,NA,Eurasia,NA,rGyalrong (Lixian Xuecheng Jiamizhai),1568
#338080,24,864,NA,NA,Sino-Tibetan,maer1238,naganorgyalrongic-MaerkangBolarGyalrongA,{},NA,NA,Eurasia,NA,rGyalrong (Maerkang Bola (A)),1569
#338080,24,831,NA,NA,Sino-Tibetan,maer1238,naganorgyalrongic-MaerkangBolarGyalrongB,{},NA,NA,Eurasia,NA,rGyalrong (Maerkang Bola (B)),1570
#338080,24,862,NA,NA,Sino-Tibetan,tsho1240,naganorgyalrongic-MaerkangCaodengrGyalrong,{},32.18,101.84,Eurasia,NA,rGyalrong (Maerkang Caodeng (B)),1571
#338080,24,761,NA,NA,Sino-Tibetan,gdon1234,naganorgyalrongic-MaerkangJaphugrGyalrong,{},NA,NA,NA,NA,rGyalrong (Maerkang Japhug Shaerzong (B)),1572
#338080,24,862,NA,NA,Sino-Tibetan,maer1238,naganorgyalrongic-MaerkangSomanrGyalrong,{},NA,NA,Eurasia,NA,rGyalrong (Maerkang Soman),1573
#358033,30,41,NA,NA,Kolopom,rian1263,transnewguineaorg-riantana,{},-7.50746,138.484,Papunesia,NA,Riantana,2659
#803333,15,310,NA,NA,Austronesian,rihu1237,tryonsolomon-rihua,{},NA,NA,Papunesia,NA,Rihu'a,2981
#803333,16,302,NA,NA,Austronesian,ring1244,lexirumah-ring1244,{},-10.5515,123.311,Papunesia,NA,Rikou,1441
#803333,15,314,NA,NA,Austronesian,riri1237,tryonsolomon-ririo,{},-6.88927,156.92,Papunesia,NA,Ririo,2982
#8FCC51,5,143,NA,NA,Pama-Nyungan,rirr1238,bowernpny-Rirratjingu,{},NA,NA,Australia,NA,Rirratjingu,204
#8FCC51,5,279,NA,NA,Pama-Nyungan,rita1239,bowernpny-Ritharrngu,{},-13.4559,135.259,Australia,NA,Ritharrngu,205
#803333,16,386,NA,NA,Austronesian,rois1241,lexirumah-rois1241,{},NA,NA,Papunesia,NA,Ro'is Amarasi,1442
#803333,16,191,NA,NA,Austronesian,roma1332,lexirumah-roma1332,{},-7.58643,127.428,Papunesia,NA,Roma,1443
#51CCCC,22,531,NA,NA,Indo-European,roma1328,logos-Romagnolstd,{},44.2349,11.7189,Eurasia,NA,Romagnol-std,1510
#51CCCC,4,1262,NA,NA,Indo-European,vlax1238,ids-212,{},46.8191,14.8451,Eurasia,NA,Romani,825
#51CCCC,17,178,NA,NA,Indo-European,roma1327,diacl-54500,{},46.3913,24.2256,Eurasia,NA,Romanian,552
#51CCCC,4,917,NA,NA,Indo-European,roma1327,ids-179,{},46.3913,24.2256,Eurasia,NA,Romanian,794
#51CCCC,1,951,NA,NA,Indo-European,roma1327,northeuralex-ron,{},46.3913,24.2256,Eurasia,NA,Romanian,1655
#51CCCC,20,1452,NA,NA,Indo-European,roma1327,wold-Romanian,{},46.3913,24.2256,Eurasia,NA,Romanian,3038
#51CCCC,17,200,NA,NA,Indo-European,balk1252,diacl-44900,{},42.67,21.17,Eurasia,NA,Romani (Arli),473
#51CCCC,17,183,NA,NA,Indo-European,dzam1241,diacl-47500,{},NA,NA,Eurasia,NA,Romani (Banatiski Gurbet),495
#51CCCC,17,183,NA,NA,Indo-European,bugu1249,diacl-45000,{},NA,NA,NA,NA,Romani (Bugurdži),474
#51CCCC,17,185,NA,NA,Indo-European,burg1246,diacl-46600,{},NA,NA,NA,NA,Romani (Burgenland),487
#51CCCC,17,171,NA,NA,Indo-European,crim1258,diacl-45100,{},NA,NA,NA,NA,Romani (Crimean),475
#51CCCC,17,183,NA,NA,Indo-European,east2314,diacl-45800,{},NA,NA,Eurasia,NA,Romani (East Slovak),481
#51CCCC,17,188,NA,NA,Indo-European,dzam1241,diacl-47700,{},NA,NA,Eurasia,NA,Romani (Gurbet),496
#51CCCC,17,156,NA,NA,Indo-European,gurv1234,diacl-45900,{},NA,NA,NA,NA,Romani (Gurvari),482
#51CCCC,17,153,NA,NA,Indo-European,west2927,diacl-46000,{},NA,NA,NA,NA,Romani (Hungarian Vend),483
#51CCCC,17,174,NA,NA,Indo-European,kalo1256,diacl-46700,{},60.45,24.43,Eurasia,NA,Romani (Kale),488
#51CCCC,17,187,NA,NA,Indo-European,vlax1238,diacl-47800,{},46.8191,14.8451,Eurasia,NA,Romani (Kelderash),497
#51CCCC,17,182,NA,NA,Indo-European,balk1252,diacl-45200,{},42.67,21.17,Eurasia,NA,Romani (Kosovo Arli),476
#51CCCC,17,181,NA,NA,Indo-European,latv1250,diacl-46800,{},NA,NA,Eurasia,NA,Romani (Latvian),489
#51CCCC,17,185,NA,NA,Indo-European,lith1252,diacl-46900,{},NA,NA,Eurasia,NA,Romani (Lithuanian),490
#51CCCC,17,191,NA,NA,Indo-European,vlax1238,diacl-47900,{},46.8191,14.8451,Eurasia,NA,Romani (Lovara),498
#51CCCC,17,169,NA,NA,Indo-European,balk1252,diacl-45300,{},42.67,21.17,Eurasia,NA,Romani (Macedonian Arli),477
#51CCCC,17,180,NA,NA,Indo-European,nort2655,diacl-47000,{},NA,NA,Eurasia,NA,Romani (North Russian),491
#51CCCC,17,178,NA,NA,Indo-European,prek1240,diacl-46100,{},NA,NA,NA,NA,Romani (Prekmurski),484
#51CCCC,17,164,NA,NA,Indo-European,carp1235,diacl-46200,{},48.1968,20.3129,Eurasia,NA,Romani (Romungro),485
#51CCCC,17,163,NA,NA,Indo-European,sepe1242,diacl-45400,{},NA,NA,NA,NA,Romani (Sepečides),478
#51CCCC,17,190,NA,NA,Indo-European,sint1235,diacl-47200,{},48.7,9.4,Eurasia,NA,Romani (Sinte),493
#51CCCC,17,179,NA,NA,Indo-European,balk1252,diacl-45500,{},42.67,21.17,Eurasia,NA,Romani (Sofia Erli),479
#51CCCC,17,179,NA,NA,Indo-European,ursa1238,diacl-45600,{},NA,NA,Eurasia,NA,Romani (Ursari),480
#51CCCC,17,168,NA,NA,Indo-European,wels1246,diacl-47300,{},52.1166,-3.7888,Eurasia,NA,Romani (Welsh),494
#51CCCC,17,104,NA,NA,Indo-European,roma1326,diacl-54600,{},46.5538,9.92812,Eurasia,NA,Romansh,553
#803333,16,520,NA,NA,Austronesian,rong1269,lexirumah-rong1269,{},-8.84604,120.702,Papunesia,NA,Rongga,1444
#803333,30,32,NA,NA,Austronesian,roon1237,transnewguineaorg-roon,{},-2.43005,134.556,Papunesia,NA,Roon,2660
#803333,17,80,NA,NA,Austronesian,rotu1241,diacl-13700,{},-12.5008,177.066,Papunesia,NA,Rotuman,297
#803333,4,1193,NA,NA,Austronesian,rotu1241,ids-239,{},-12.5008,177.066,Papunesia,NA,Rotuman,852
#803333,15,314,NA,NA,Austronesian,rovi1238,tryonsolomon-roviana,{},-8.20493,157.408,Papunesia,NA,Roviana,2983
#598033,25,616,NA,NA,Atlantic-Congo,nden1248,tls-Rufiji,{},-7.54628,38.958,Africa,NA,Rufiji,1863
#803333,17,187,NA,NA,Austronesian,ruka1240,diacl-31900,{},22.7738,120.844,Papunesia,NA,Rukai,381
#803333,17,19,NA,NA,Austronesian,ruka1240,diacl-32000,{},22.7738,120.844,Papunesia,NA,Rukai (Maga),382
#803333,17,15,NA,NA,Austronesian,ruka1240,diacl-32300,{},22.7738,120.844,Papunesia,NA,Rukai (Tona),383
#598033,25,644,NA,NA,Atlantic-Congo,chig1238,tls-Rukiga,{},-1.04387,29.9122,Africa,NA,Rukiga,1864
#338046,4,959,NA,NA,Austroasiatic,ruma1248,ids-808,{},23.6404,97.3172,Eurasia,NA,Rumai,1054
#598033,29,381,NA,NA,Atlantic-Congo,diri1252,bantubvd-7,{},-18.1681,20.6678,Africa,NA,Rumanyo (Gciriku) K.38,47
#CC5168,30,98,NA,NA,Turama-Kikori,rumu1243,transnewguineaorg-rumu,{},-7.17149,144.179,Papunesia,NA,Rumu,2661
#598033,25,534,NA,NA,Atlantic-Congo,rund1242,tls-Rundi,{},-1.44174,31.3191,Africa,NA,Rundi,1865
#598033,25,614,NA,NA,Atlantic-Congo,narr1281,tls-Rungu,{},NA,NA,NA,NA,Rungu,1866
#598033,25,636,NA,NA,Atlantic-Congo,rung1255,tls-Rungwa,{},-7.24959,31.7614,Africa,NA,Rungwa,1867
#598033,25,635,NA,NA,Atlantic-Congo,nyam1277,tls-Runyambo,{},-1.6096,30.9156,Africa,NA,Runyambo,1868
#598033,25,605,NA,NA,Atlantic-Congo,nyan1307,tls-Runyankore,{},-0.46364,30.548,Africa,NA,Runyankore,1869
#598033,25,623,NA,NA,Atlantic-Congo,nyor1246,tls-Runyoro,{},0.95294,31.3493,Africa,NA,Runyoro,1870
#338080,9,479,NA,NA,Sino-Tibetan,rupa1234,bodtkhobwa-Rupa,{},NA,NA,NA,NA,Rupa,74
#51CCCC,17,188,NA,NA,Indo-European,russ1263,diacl-37000,{},59,50,Eurasia,NA,Russian,412
#51CCCC,4,1303,NA,NA,Indo-European,russ1263,ids-204,{},59,50,Eurasia,NA,Russian,819
#51CCCC,1,951,NA,NA,Indo-European,russ1263,northeuralex-rus,{},59,50,Eurasia,NA,Russian,1656
#598033,25,641,NA,NA,Atlantic-Congo,toor1238,tls-Rutooro,{},0.57291,30.6389,Africa,NA,Rutooro,1871
#8F51CC,17,79,NA,NA,Nakh-Daghestanian,rutu1240,diacl-68482,{},41.6187,47.3244,Eurasia,NA,Rutul,646
#8F51CC,4,1291,NA,NA,Nakh-Daghestanian,rutu1240,ids-66,{},41.6187,47.3244,Eurasia,NA,Rutul,1026
#8F51CC,4,1286,NA,NA,Nakh-Daghestanian,rutu1240,ids-527,{},41.6187,47.3244,Eurasia,NA,Rutul (Borchino Khnow dialect),1007
#8F51CC,4,1287,NA,NA,Nakh-Daghestanian,ixre1238,ids-528,{},NA,NA,Eurasia,NA,Rutul (Ikhrek dialect),1008
#8F51CC,4,1285,NA,NA,Nakh-Daghestanian,ixre1238,ids-529,{},NA,NA,Eurasia,NA,Rutul (Mukhrek) dialect,1009
#8F51CC,4,1285,NA,NA,Nakh-Daghestanian,shin1265,ids-530,{},NA,NA,Eurasia,NA,Rutul (Shinaz dialect),1010
#803333,15,313,NA,NA,Austronesian,saaa1240,tryonsolomon-saa1,{},-9.60258,161.467,Papunesia,NA,Sa'a (1),2984
#803333,15,312,NA,NA,Austronesian,saaa1240,tryonsolomon-saa2,{},-9.60258,161.467,Papunesia,NA,Sa'a (2),2985
#803333,17,163,NA,NA,Austronesian,saar1237,diacl-32600,{},23.2632,120.711,Papunesia,NA,Saaroa,385
#83CC51,17,66,NA,NA,Nambiquaran,saba1268,diacl-57500,{},-12.9857,-60.335,South America,NA,Sabané,576
#CC5151,26,292,NA,NA,Nuclear Trans New Guinea,saep1240,zgraggenmadang-saep,{},-5.64812,146.078,Papunesia,NA,saep,3125
#CC5151,30,283,NA,NA,Nuclear Trans New Guinea,saep1240,transnewguineaorg-saep,{},-5.64812,146.078,Papunesia,NA,Saep,2662
#CC5180,30,100,NA,NA,Angan,safe1240,transnewguineaorg-safeyoka,{},-7.05417,146.09,Papunesia,NA,Safeyoka,2663
#598033,25,615,NA,NA,Atlantic-Congo,safw1238,tls-Safwa,{},-8.54936,33.4766,Africa,NA,Safwa,1873
#9ACC51,30,195,NA,NA,North Halmahera,sahu1245,transnewguineaorg-sahu,{},1.00742,127.493,Papunesia,NA,Sahu,2664
#803333,17,151,NA,NA,Austronesian,sais1237,diacl-30700,{},24.6043,121.067,Papunesia,NA,Saisyat,375
#CC8051,1,951,NA,NA,Turkic,yaku1245,northeuralex-sah,{},61.6974,133.98,Eurasia,NA,Sakha,1657
#CC8051,20,1297,NA,NA,Turkic,yaku1245,wold-Sakha,{},61.6974,133.98,Eurasia,NA,Sakha,3039
#B151CC,10,287,NA,NA,Jodi-Saliban,sali1298,hubercolumbian-Saliba,{},5.30115,-69.3843,South America,NA,Sáliba,742
#CC5151,26,281,NA,NA,Nuclear Trans New Guinea,samm1244,zgraggenmadang-sam,{},-5.55572,145.813,Papunesia,NA,sam,3126
#CC5151,30,271,NA,NA,Nuclear Trans New Guinea,samm1244,transnewguineaorg-sam,{},-5.55572,145.813,Papunesia,NA,Sam,2665
#803333,17,70,NA,NA,Austronesian,bala1311,diacl-23800,{},6.011614,121.686646,Papunesia,NA,Sama,329
#683380,30,12,NA,NA,Greater Kwerba,sama1240,transnewguineaorg-samarokena,{},-1.84878,138.34,Papunesia,NA,Samarokena,2669
#803333,15,310,NA,NA,Austronesian,lagh1246,tryonsolomon-samasodu,{},-8.00509,158.961,Papunesia,NA,Samasodu,2986
#598033,25,638,NA,NA,Atlantic-Congo,sham1280,tls-Sambaa,{},-4.8,38.29,Africa,NA,Sambaa,1874
#CC5151,30,147,NA,NA,Nuclear Trans New Guinea,samb1321,transnewguineaorg-samberigi,{},-6.7028,143.951,Papunesia,NA,Samberigi,2670
#CC5151,30,124,NA,NA,Nuclear Trans New Guinea,samm1244,transnewguineaorg-sam-buan,{},-5.55572,145.813,Papunesia,NA,Sam (Buan Dialect),2666
#338080,28,352,NA,NA,Sino-Tibetan,same1240,satterthwaitetb-Samei,{},24.7859,99.9217,Eurasia,NA,Samei,1709
#598033,25,634,NA,NA,Atlantic-Congo,saam1283,tls-Samialugwe,{},0.3652,34.0335,Africa,NA,Samialugwe,1875
#CC9751,30,125,NA,NA,East Strickland,samo1303,transnewguineaorg-samo,{},-6.15496,142.195,Papunesia,NA,Samo,2671
#803333,17,99,NA,NA,Austronesian,samo1305,diacl-13800,{},-13.92,-171.83,Papunesia,NA,Samoan,298
#CC5151,26,290,NA,NA,Nuclear Trans New Guinea,samo1306,zgraggenmadang-samosa,{},-5.01391,145.537,Papunesia,NA,samosa,3127
#CC5151,30,286,NA,NA,Nuclear Trans New Guinea,samo1306,transnewguineaorg-samosa,{},-5.01391,145.537,Papunesia,NA,Samosa,2672
#338046,4,1176,NA,NA,Austroasiatic,somr1240,ids-833,{},12.243,103.139,Eurasia,NA,Samre,1076
#CC5151,30,123,NA,NA,Nuclear Trans New Guinea,samm1244,transnewguineaorg-sam-songum,{},-5.55572,145.813,Papunesia,NA,Sam (Songum Dialect),2667
#CC5151,30,124,NA,NA,Nuclear Trans New Guinea,samm1244,transnewguineaorg-sam-wongbe,{},-5.55572,145.813,Papunesia,NA,Sam (Wongbe Dialect),2668
#336A80,4,1178,NA,NA,Lengua-Mascoy,sana1298,ids-299,{},-23.2,-58,South America,NA,Sanapaná (Enlhet dialect),914
#51CC70,4,987,NA,NA,Tai-Kadai,gree1278,ids-424,{},22.5632,104.698,Eurasia,NA,Sanchong Kelao,975
#51CC70,23,506,NA,NA,Tai-Kadai,sand1270,castrosui-ShuigenCentralSandong,{},NA,NA,Eurasia,NA,Sandong,260
#803333,17,70,NA,NA,Austronesian,sang1336,diacl-28600,{},5.444878,125.481047,Papunesia,NA,Sangir,363
#338080,19,499,NA,NA,Sino-Tibetan,sang1321,marrisonnaga-Sangtam,{},25.8581,94.6279,Eurasia,NA,Sangtam,1540
#598033,25,629,NA,NA,Atlantic-Congo,sang1330,tls-Sangu,{},-8.4,33.9,Africa,NA,Sangu,1876
#3C8033,30,150,NA,NA,Sepik,sani1270,transnewguineaorg-saniyo-hiyewe,{},-4.4376,142.369,Papunesia,NA,Saniyo-Hiyewe,2673
#51CC70,23,507,NA,NA,Tai-Kadai,sand1270,castrosui-SanjiangEasternSandong,{},NA,NA,Eurasia,NA,Sanjiang,259
#51CCCC,17,176,NA,NA,Indo-European,sans1269,diacl-43900,{},20,77,Eurasia,NA,Sanskrit,468
#51CCCC,4,1231,NA,NA,Indo-European,sans1269,ids-211,{},20,77,Eurasia,NA,Sanskrit,824
#803333,15,310,NA,NA,Austronesian,sant1414,tryonsolomon-santaana,{},NA,NA,Papunesia,NA,Santa Ana,2987
#803333,15,311,NA,NA,Austronesian,sant1413,tryonsolomon-santacatalina,{},NA,NA,Papunesia,NA,Santa Catalina,2988
#5170CC,30,201,NA,NA,Lakes Plain,sapo1254,transnewguineaorg-saponi,{},-2.49694,139.5,Papunesia,NA,Saponi,2674
#593380,16,550,NA,NA,Timor-Alor-Pantar,sarr1247,lexirumah-sarr1247,{},-8.33,124.42,Papunesia,NA,Sar,1448
#51CCCC,20,1182,NA,NA,Indo-European,sara1340,wold-Saramaccan,{},4.54729,-54.0238,South America,NA,Saramaccan,3040
#803333,17,70,NA,NA,Austronesian,sara1327,diacl-27700,{},5.84903,125.499,Papunesia,NA,Sarangani,357
#51CCCC,17,152,NA,NA,Indo-European,logu1236,diacl-54700,{},40.49,9.09957,Eurasia,NA,Sardinian,554
#338080,12,226,NA,NA,Sino-Tibetan,sart1249,abrahammonpa-SartangDarbuA,{},27.375914,92.409383,Eurasia,NA,Sartang Darbu 1,25
#338080,12,226,NA,NA,Sino-Tibetan,sart1249,abrahammonpa-SartangDarbuB,{},27.375914,92.409383,Eurasia,NA,Sartang Darbu 2,26
#338080,12,226,NA,NA,Sino-Tibetan,khoi1253,abrahammonpa-SartangKhoina,{},NA,NA,NA,NA,Sartang Khoina,27
#338080,12,226,NA,NA,Sino-Tibetan,khoi1252,abrahammonpa-SartangKhoitam,{},NA,NA,NA,NA,Sartang Khoitam,28
#CC5151,26,300,NA,NA,Nuclear Trans New Guinea,saru1243,zgraggenmadang-saruga,{},-5.08824,145.578,Papunesia,NA,saruga,3128
#CC5151,30,292,NA,NA,Nuclear Trans New Guinea,saru1243,transnewguineaorg-saruga,{},-5.08824,145.578,Papunesia,NA,Saruga,2675
#807033,30,23,NA,NA,Sause,saus1247,transnewguineaorg-sause,{},-3.16632,139.627,Papunesia,NA,Sause,2676
#CC5151,26,292,NA,NA,Nuclear Trans New Guinea,saus1246,zgraggenmadang-sausi,{},-5.6873,145.492,Papunesia,NA,sausi,3129
#CC5151,30,282,NA,NA,Nuclear Trans New Guinea,saus1246,transnewguineaorg-sausi,{},-5.6873,145.492,Papunesia,NA,Sausi,2677
#443380,30,206,NA,NA,Savosavo,savo1255,transnewguineaorg-savosavo,{},-9.12853,159.814,Papunesia,NA,Savosavo,2678
#443380,15,313,NA,NA,Savosavo,savo1255,tryonsolomon-savosavo,{},-9.12853,159.814,Papunesia,NA,Savosavo,2989
#803333,17,87,NA,NA,Austronesian,sawa1247,diacl-16250,{},0.51111,128.086,Papunesia,NA,Sawai,308
#803333,16,470,NA,NA,Austronesian,sawa1247,lexirumah-sawa1247,{},0.51111,128.086,Papunesia,NA,Sawai,1449
#CC5151,30,99,NA,NA,Nuclear Trans New Guinea,sawi1257,transnewguineaorg-sawi,{},-5.99286,138.643,Papunesia,NA,Sawi,2679
#593380,16,566,NA,NA,Timor-Alor-Pantar,sawi1256,lexirumah-sawi1256,{},-8.29105,125.078,Papunesia,NA,Sawila,1450
#593380,2,303,NA,NA,Timor-Alor-Pantar,sawi1256,robinsonap-sawila,{},-8.29105,125.078,Papunesia,NA,Sawila,1691
#51CCCC,17,147,NA,NA,Indo-European,tavr1235,diacl-47100,{},62.2313,14.4036,Eurasia,NA,Scandoromani,492
#51CCCC,17,183,NA,NA,Indo-European,scot1245,diacl-39800,{},56.7574,-5.24366,Eurasia,NA,Scottish Gaelic,435
#768033,10,320,NA,NA,Tucanoan,seco1241,hubercolumbian-Secoya,{},-0.459785,-75.5547,South America,NA,Secoya,743
#803333,17,163,NA,NA,Austronesian,taro1264,diacl-7050,{},23.9032,121.358,Papunesia,NA,Seediq,652
#CC51C5,30,39,NA,NA,West Bird's Head,sege1235,transnewguineaorg-seget,{},-1.36931,131.218,Papunesia,NA,Seget,2680
#803333,16,222,NA,NA,Austronesian,seka1247,lexirumah-seka1247,{},-2.65849,132.469,Papunesia,NA,Sekar,1452
#CC5151,30,154,NA,NA,Nuclear Trans New Guinea,sele1250,transnewguineaorg-selepet,{},-6.03532,147.234,Papunesia,NA,Selepet,2681
#51CCCC,20,1290,NA,NA,Indo-European,west2376,wold-SeliceRomani,{},NA,NA,Eurasia,NA,Selice Romani,3041
#33806A,4,763,NA,NA,Chonan,onaa1245,ids-311,{},-54,-68.5,South America,NA,Selknam,927
#806C33,4,1006,NA,NA,Uralic,selk1253,ids-151,{},59.9409,82.3004,Eurasia,NA,Selkup,775
#338080,19,539,NA,NA,Sino-Tibetan,sumi1235,marrisonnaga-Sema,{},25.9996,94.4235,Eurasia,NA,Sema,1541
#33803F,30,40,NA,NA,Mairasic,semi1264,transnewguineaorg-semimi,{},-3.7155300000000002,134.454,Papunesia,NA,Semimi,2682
#CC5151,30,73,NA,NA,Nuclear Trans New Guinea,semp1241,transnewguineaorg-sempan,{},-5.17582,137.588,Papunesia,NA,Sempan,2683
#CC5151,30,54,NA,NA,Nuclear Trans New Guinea,sene1263,transnewguineaorg-sene,{},-6.3859,147.807,Papunesia,NA,Sene,2684
#803333,15,311,NA,NA,Austronesian,sisi1250,tryonsolomon-sengga,{},-7,156.83,Papunesia,NA,Sengga,2990
#6CCC51,30,46,NA,NA,Sentanic,nucl1632,transnewguineaorg-sentani,{},-2.6013,140.512,Papunesia,NA,Sentani,2685
#51CCCC,17,182,NA,NA,Indo-European,serb1264,diacl-37500,{},44.3238,21.9192,Eurasia,NA,Serbian,416
#51CCCC,4,1298,NA,NA,Indo-European,sout1528,ids-201,{},NA,NA,Eurasia,NA,Serbo-Croatian,816
#33807C,4,1045,NA,NA,Seri,seri1257,ids-225,{},28.9877,-112.384,North America,NA,Seri,838
#803333,16,191,NA,NA,Austronesian,seri1255,lexirumah-seri1255,{},-8.11241,129.901,Papunesia,NA,Serili,1453
#803333,16,191,NA,NA,Austronesian,seru1245,lexirumah-seru1245,{},-6.31107,130.017294,Papunesia,NA,Serua,1454
#803333,30,40,NA,NA,Austronesian,seru1244,transnewguineaorg-serui-laut,{},-1.87766,136.252,Papunesia,NA,Serui-Laut,2687
#CC51AE,30,76,NA,NA,Nuclear Torricelli,seta1245,transnewguineaorg-seta,{},-3.42155,141.748,Papunesia,NA,Seta,2688
#CC5151,30,128,NA,NA,Nuclear Trans New Guinea,seta1246,transnewguineaorg-setaman-baktamin,{},-5.31134,141.833,Papunesia,NA,Setaman (Baktamin Dialect),2689
#CC5151,30,108,NA,NA,Nuclear Trans New Guinea,seta1246,transnewguineaorg-setaman-ngisokabip,{},-5.31134,141.833,Papunesia,NA,Setaman (Ngisokabip Dialect),2690
#CC5151,30,128,NA,NA,Nuclear Trans New Guinea,seta1246,transnewguineaorg-setaman-seltamin,{},-5.31134,141.833,Papunesia,NA,Setaman (Seltamin Dialect),2691
#803333,16,195,NA,NA,Austronesian,seti1246,lexirumah-seti1246,{},NA,NA,Papunesia,NA,Seti,1455
#CC51AE,30,45,NA,NA,Nuclear Torricelli,seti1248,transnewguineaorg-seti,{},-3.45521,141.827,Papunesia,NA,Seti,2692
