idR,REF,CIT,SOU,FUN,TRA,CGR,COA,TUF,COD,FRM,FSI,STO,SCS,SCC,TUE,CGO,RAC,langue,rough/smooth
309549,33,Thomas 1916 : Timne,1699,gbopéʼ,"have outside removed, take outside off, rough",V,,enlever,BOPE,ḃopé̽ʼ,gbope,,CVCV,,to take off,,,Timne,rough
309727,38,Thomas 1916 : Timne,1699,k-ɛtka / ʈ-ɛtka,lizard (smooth),N,,lézard sp.,KETKA,"k-ȩ̽tka, ṭ-",kɛtka,,CVCCV,,lizard sp.,,,Timne,smooth
310051,47,Thomas 1916 : Timne,1699,kaksa,be coarse (cloth),V,,grossier,KAKCA,kaksa,kaksa,,CVCCV,,to be coarse,,,Timne,rough
310164,50,Thomas 1916 : Timne,1699,kasi-kasi,have rough skin (from eruption),id,,{qualité},KACIKACI,kasi-kasi,kasikasi,,CVCVCVCV,,{quality},,,Timne,rough
310273,53,Thomas 1916 : Timne,1699,k߱err,"be painful to ear, harsh",V,,sévère ; rude,K߱ED,k߱erʷ,k߱err,,C߱VCC,,to be harsh,,,Timne,rough
311227,79,Thomas 1916 : Timne,1699,ŋei kaka,be rough (leaf or skin),V,,rêche ; rugueux,GEI,ṅei kaka,ŋei,,CVV,,to be rough (leaf or skin),,,Timne,rough
311590,88,Thomas 1916 : Timne,1699,pulk,rough out (woodwork),V,,ébauche,PUDK,pulk,pulk,,CVCC,,to rough out,,,Timne,rough
312541,113,Thomas 1916 : Timne,1699,tənəpəs,smooth,qlt,,lisse ; onctueux,TADAPAC,tənəpəs,tənəpəs,,CVCVCVC,,smooth,,,Timne,smooth
312576,114,Thomas 1916 : Timne,1699,tənəp tənəp,smooth,id,,{qualité},TADAP,tənəp tənəp,tənəp,,CVCVC,,{quality},,,Timne,smooth
312845,121,Thomas 1916 : Timne,1699,ʈɔmti ʈomti,be rough (as stone),id,,{qualité},TOBTI,ṭo̧mti ṭomti,ʈɔmti,,CVCCV,,{quality},,,Timne,rough
312891,123,Thomas 1916 : Timne,1699,ʈopa,rough out (image),V,,ébaucher,TOPA,ṭopa,ʈopa,,CVCV,,to sketch,,,Timne,rough
313095,128,Thomas 1916 : Timne,1699,a-wɛrək / ɛ-wɛrək,coarse mat,N,,natte sp.,ABEDAK,"a-wȩrək, ȩ-",awɛrək,,VCVCVC,,mat sp.,,,Timne,rough
313116,129,Thomas 1916 : Timne,1699,woma,"rough (rice), in the husk",qlt,,rugueux,BOBA,woma,woma,,CVCV,,rough (rice),,,Timne,rough
613213,87,Van der Veen & Bodinga 2000 : Gevia,1701,ge-bɔta s-a mi-sɔɔ,"variété d’arbre assez grand, à gousses très grandes, à surface lisse, velouteux.",N,Litt. ‘ge-bɔta des vers’. Usage méd. : vermifuge (écorce).,,BOTA,(ge-)bɔta (s-)a mi-sɔɔ,ge-bɔta s-a mi-sɔɔ,B h+# BH,CVCV,,,n 7/8,,Gevia,smooth
614174,144,Van der Veen & Bodinga 2000 : Gevia,1701,garatani,1° rugueux au toucher.,id,Cf. e-garatana.,,GADATADI,garatani (na),garatani,HB (H),CVCVCVCV,,,idp,,Gevia,rough
614937,190,Van der Veen & Bodinga 2000 : Gevia,1701,kala-kutsu,rugueux.,id,,rugueux,KUTCU,kala+kutsu (na),kala-kutsu,HB+HB (?) (H),CVCCV,,rough,idp,,Gevia,rough
615801,237,Van der Veen & Bodinga 2000 : Gevia,1701,kutalani,"rude, rugueux (au toucher).",id,De e-kutalana.,,KUTADADI,kutalani (na),kutalani,BH (H),CVCVCVCV,,,idp,,Gevia,rough
617076,312,Van der Veen & Bodinga 2000 : Gevia,1701,ngɔrɔkɔ,2° doigt crochu et rugueux.,N,,,GODOKO,(Ø-)ngɔrɔkɔ,ngɔrɔkɔ,BH,CVCVCV,,,n 9/10,,Gevia,rough
618379,393,Van der Veen & Bodinga 2000 : Gevia,1701,pwɛ-lɛla,"1° lisse, poli, doux au touchant.",N,,,DEDA,(Ø-)pwɛ+lɛla,pwɛ-lɛla,H+BH,CVCV,,,n 9,,Gevia,smooth
618411,395,Van der Veen & Bodinga 2000 : Gevia,1701,rago-rago,"qui bouge sous une surface lisse (feuilles, pagne), en parlant de ver ou d’insecte.",id,Cf. e-ragoa.,,DAGO,rago+rago,rago,BH+BH,CVCV,,,idp,,Gevia,smooth
619036,433,Van der Veen & Bodinga 2000 : Gevia,1701,ge-sombe,5° variété d’arbre à rameaux glabres et à écorce lisse ou ridée dans la longueur de couleur marron très foncé.,N,,,COBE,(ge-)sombe,ge-sombe,BH,CVCV,,,n 7/8,,Gevia,smooth
620925,546,Van der Veen & Bodinga 2000 : Gevia,1701,mo-vɔndɔ,"1° peau douce, lisse et luisante.",N,,,BODO,(mo-)vɔndɔ,mo-vɔndɔ,H,CVCV,,,n 3/4,,Gevia,smooth
621039,553,Van der Veen & Bodinga 2000 : Gevia,1701,ge-vyaka,"variété de plante buissonnante à tige lisse et glabre poussant au bord des rivières, Marantacée, Haumania liebrechtsiana J. Léonard. ou Marantacée, Trachyphrinium violaceum Ridl.",N,Cette plante contient des substances toxiques. (A rapprocher du verbe e-vyakana signifiant ‘(se) débarbouiller’ ?),,BAKA,(ge-)vyaka,ge-vyaka,B,CVCV,,,n 7/8,,Gevia,smooth
241703,24,CLNK 1999 : Kabiyè,1798,àzɛ́ɛ̀,espèce de pomme de terre lisse,N,,patate sp.,AJE,azɛɛ,azɛɛ,LHL,VCV,_z_,,n.a,,Kabiyè,smooth
241940,41,CLNK 1999 : Kabiyè,1798,cɛ́ɖʊ́ʊ́ / cɛ́ɖɩ́ŋ̀,A1. cil. A2. sourcil. B. instrument qui sert à lisser (polir) l'ouverture d'un pot ou une jarre,N,,cil ; sourcil,CEDU,cɛɖʋʋ / cɛɖɩŋ,cɛɖʊʊ,HHH,CVCV,c_ɖ_,,n.kI/I,,Kabiyè,smooth
241941,41,CLNK 1999 : Kabiyè,1798,cɛ́ɖʊ́ʊ́ / cɛ́ɖɩ́ŋ̀,A1. cil. A2. sourcil. B. instrument qui sert à lisser (polir) l'ouverture d'un pot ou une jarre,N,,lissier,CEDU,cɛɖʋʋ / cɛɖɩŋ,cɛɖʊʊ,HHH,CVCV,c_ɖ_,,n.kI/I,,Kabiyè,smooth
242572,82,CLNK 1999 : Kabiyè,1798,ɖɔlɩɩ / ɖɔlɩɩɩ,souple / lisse,id,,{forme}{qualité},DODI,ɖɔlɩɩ / ɖɔlɩɩɩ,ɖɔlɩɩ,,CVCV,ɖ_l_,{form}{quality},adv. expr.,,Kabiyè,smooth
245108,244,CLNK 1999 : Kabiyè,1798,kpɛ́dɛ́; kpɛ́dɛ́ kpɛ́dɛ́,lisse,id,,{forme}{sensation},PEDE;,kpɛdɛ / kpɛdɛɛɛ,kpɛdɛ; kpɛdɛ kpɛdɛ,HH;,CVCV;,kp_d_;,{form}{sensation},adv. expr.,,Kabiyè,smooth
245310,258,CLNK 1999 : Kabiyè,1798,kpɔ̀cɔ́yʊ̀ʊ̀,être rugueux(euse),V,,rugueux,POCOJU,kpɔcɔyʋʋ,kpɔcɔyʊʊ,LHLL,CVCVCV,kp_c_y_,,v.3d.,,Kabiyè,rough
245516,272,CLNK 1999 : Kabiyè,1798,lɛ̀zɛ̀ / lɛ̀zɛ̀ɛ̀ɛ̀,A. lisse. B. éternisé(e),id,,{forme},DEJE,lɛzɛ / lɛzɛɛɛ,lɛzɛ,LL,CVCV,l_z_,{form},adv. expr.,,Kabiyè,smooth
245517,272,CLNK 1999 : Kabiyè,1798,lɛ̀zɛ̀ / lɛ̀zɛ̀ɛ̀ɛ̀,A. lisse. B. éternisé(e),id,,{temps},DEJE,lɛzɛ / lɛzɛɛɛ,lɛzɛ,LL,CVCV,l_z_,{time},adv. expr.,,Kabiyè,smooth
245575,275,CLNK 1999 : Kabiyè,1798,lísí,lisse,id,,{qualité}{sensation},DICI,lisi,lisi,HH,CVCV,l_s_,{quality}{sensation},adv. expr.,,Kabiyè,smooth
246547,329,CLNK 1999 : Kabiyè,1798,ɲààyʊ̀ʊ̀,1. rugueux(euse). 2. rocailleux(euse),id,,{forme},JAJU,ñaayʋʋ,ɲaayʊʊ,LLLL,CVCV,ɲ_y_,{form},adv.,,Kabiyè,rough
246616,333,CLNK 1999 : Kabiyè,1798,ɲɑɑyaa,1. rocailleux(euse). 2. rugueux(euse),id,,{forme},JAJA,ñaɣyaa,ɲɑɑyaa,,CVCV,ɲ_y_,{form},adv.,,Kabiyè,rough
246623,333,CLNK 1999 : Kabiyè,1798,ɲɑɑyʊʊʊ,très rugueux(euse),id,,{forme},JAJUU,ñaɣyʋʋʋ,ɲɑɑyʊʊʊ,,CVCVV,ɲ_y_,{form},adv. expr. cont.,,Kabiyè,rough
247696,392,CLNK 1999 : Kabiyè,1798,solo solo,lisse,id,,{état}{sensation},CODO,solo solo,solo solo,,CVCV,s_l_,{state}{sensation},adv. expr. répét.,,Kabiyè,smooth
626014,29,De Grauwe 2009 : yoómbe,1872,dìvíízí,esp. de fauve carnivore à pelure lisse blanche,N,,fauve,DIBIJI,divíízí,diviizi,LHH,CVCVVCV,,,n.,,Yoómbe,smooth
626413,39,De Grauwe 2009 : yoómbe,1872,fyóngófyóngó,"de couleur foncée, lisse",id,,{couleur},POGOPOGO,fyóngófyóngó,fyongofyongo,HHHH,CVCVCVCV,,,idéoph.,,Yoómbe,smooth
627147,55,De Grauwe 2009 : yoómbe,1872,kúùlùkútù,"état de ce qui est dur, rugueux",N,,dureté,KUDUKUTU,kúulukútu,kuulukutu,FLHL,CVVCVCVCV,,,n.,,Yoómbe,rough
984673,18,Cyffer & Hutchison 1990 : kanuri,1932,"bə̀ràsə̀ŋîn, bə̀ràsʃîn",crush or grind (grain) into coarse pieces on grinding stone,V,,,"BADACAGID, BADACID","bərasəngîn, bərasshîn","bərasəŋin, bərasʃin","LLLF, LLF",CVCVCVCVC CVCVCVC,,,v,,Kanuri,rough
985397,32,Cyffer & Hutchison 1990 : kanuri,1932,"dásə̀ŋìn, dásʃìn",scrape or rough up the surface of (e.g. a tree trunk to make it produce gum),V,,,"DACAGID, DACID","dásəngin, dásshin","dasəŋin, dasʃin","HLL, HL",CVCVCVC CVCVC,,,v,,Kanuri,rough
986543,54,Cyffer & Hutchison 1990 : kanuri,1932,"gàjáltə̀kìn, gàjáljìn",1. be shaken up (e.g. by a trip on a rough road),V,#NAME?,,"GAJADTAKID, GAJADJID","gajáltəkin, gajáljin","gajaltəkin, gajaljin","LHLL, LHL",CVCVCCVCVC CVCVCCVC,,,vi,,Kanuri,rough
986687,57,Cyffer & Hutchison 1990 : kanuri,1932,"gàsárŋìn, gàsárjìn","give a beating, rough up",V,,,"GACADGID, GACADJID","gasárngin, gasárjin","gasarŋin, gasarjin",LHL,CVCVCCVC CVCVCCVC,,,v,,Kanuri,rough
988680,93,Cyffer & Hutchison 1990 : kanuri,1932,"kə́ránŋìn, kə́ràtcìn",2. rough up the surface of a worn out grindstone,V,,,"KADAGID, KADATCID","kə́ránngin, kə́́ratcin","kəranŋin, kəratcin","HHL, HLL",CVCVCVC CVCVCCVC,,,v,,Kanuri,rough
988786,95,Cyffer & Hutchison 1990 : kanuri,1932,kə̀rsàsà,rough to the touch,adj,,,KADCACA,kərsasa,kərsasa,LLL,CVCCVCV,,,adj,,Kanuri,rough
990789,133,Cyffer & Hutchison 1990 : kanuri,1932,ŋájì,"1. coarse flour of millet or corn, ground on a grinding stone",N,,,GAJI,ngáji,ŋaji,HL,CVCV,,,n,,Kanuri,rough
991514,147,Cyffer & Hutchison 1990 : kanuri,1932,"ràràŋŋîn, ràràkcîn","smooth, Ievel and tamp down (a new floor), floor (a house)",V,,,"DADAGID, DADAKCID","raranggîn, rarakcîn","raraŋŋin, rarakcin",LLF,CVCVCVC CVCVCCVC,,,v,,Kanuri,smooth
991851,154,Cyffer & Hutchison 1990 : kanuri,1932,sánágə̀kìn,"smooth over, level or spread evenly over",V,,,CADAGAKID,sánágəkin,sanagəkin,HHLL,CVCVCVCVC,,,v,,Kanuri,smooth
992061,157,Cyffer & Hutchison 1990 : kanuri,1932,sə́mə́l,smooth,adj,,lisse,CABAD,sə́mə́l,səməl,HH,CVCVC,,,adj,,Kanuri,smooth
992164,159,Cyffer & Hutchison 1990 : kanuri,1932,"ʃàfèŋîn, ʃàfèjîn","smooth, spread over",V,,,"CAPEGID, CAPEJID","shafengîn, shafejîn","ʃafeŋin, ʃafejin",LLF,CVCVCVC CVCVCVC,,,v,,Kanuri,smooth
992430,164,Cyffer & Hutchison 1990 : kanuri,1932,súlsúl,1. smooth,adj,,lisse,CUDCUD,súlsúl,sulsul,HH,CVCCVC,,,adj,,Kanuri,smooth
992433,164,Cyffer & Hutchison 1990 : kanuri,1932,súlú,smooth,adj,(of silver jewelry),lisse,CUDU,súlú,sulu,HH,CVCV,,,adj,,Kanuri,smooth
968019,9,Kaliai 1964 (revised Blench) : Nembe,2244,àkpàràkpá,coarse mat made from raffia bamboo pulp,N,,,APADAPA,akparakpá,akparakpa,LLLH,VCVCVCV,,,n.,,Nembe,rough
968030,9,Kaliai 1964 (revised Blench) : Nembe,2244,àkpʊ̀rʊ́,rug; tarpaulin; kinds of coarse cloth,N,,,APUDU,akpụrụ́,akpʊrʊ,LLH,VCVCV,,,n.,,Nembe,rough
968032,9,Kaliai 1964 (revised Blench) : Nembe,2244,àkpʊ̀rʊ̀kà,coarse thread packed in bundles,N,,,APUDUKA,akpụrụka,akpʊrʊka,LLLL,VCVCVCV,,,n.,,Nembe,rough
968461,21,Kaliai 1964 (revised Blench) : Nembe,2244,àyàgɩ̀rɩ̀-ɔ̀ɓɔ́kɔ̀,rough-feathered chicken,N,,,AJAGIDI-OBOKO,ayagịrị-ọḅọ́kọ,ayagɩrɩ-ɔɓɔkɔ,LLLL-LHL,VCVCVCV-VCVCV,,,n.m.,,Nembe,rough
969100,40,Kaliai 1964 (revised Blench) : Nembe,2244,ɓɛ́ʊ̀ʊ̀,smooth; greasy,adj,,,BEU,ḅẹ́ụụ,ɓɛʊʊ,HLL,CVVV,,,a.,,Nembe,smooth
970494,77,Kaliai 1964 (revised Blench) : Nembe,2244,ènùmè,mature palm tree with no remains of rough growth on stem,N,,palmier adulte,EDUBE,enume,enume,LLL,VCVCV,,palm tree (mature),n.m.,,Nembe,rough
970810,86,Kaliai 1964 (revised Blench) : Nembe,2244,fàkàráàfàkàráà,very dry; rustling; very rough to touch (cf. férukáaférukáa),adj,,,PAKADAPAKADA,fakaráafakaráa,fakaraafakaraa,LLHLLLHL,CVCVCVVCVCVCVV,,,a.,,Nembe,rough
971005,91,Kaliai 1964 (revised Blench) : Nembe,2244,fírìgíì,rough (of skin); not smooth or polished,adj,,,PIDIGI,fírigíi,firigii,HLHL,CVCVCVV,,,a.,,Nembe,rough
971006,91,Kaliai 1964 (revised Blench) : Nembe,2244,fírìgíì,develop rough skin,V,,,PIDIGI,fírigíi,firigii,HLHL,CVCVCVV,,,v.i.,,Nembe,rough
971007,91,Kaliai 1964 (revised Blench) : Nembe,2244,fírìgíìmɔ̀,in a dry and rough state,adv,,,PIDIGIBO,fírigíimọ,firigiimɔ,HLHLL,CVCVCVVCV,,,adv.,,Nembe,rough
971504,103,Kaliai 1964 (revised Blench) : Nembe,2244,gèréɓàgèréɓà,"physically vigorous, rough or violent",adj,,,GEDEBAGEDEBA,geréḅageréḅa,gereɓagereɓa,LHLLHL,CVCVCVCVCVCV,,,a.,,Nembe,rough
971505,103,Kaliai 1964 (revised Blench) : Nembe,2244,gèréɓàgèréɓà,"become rough, violent or vigorous (of play)",V,,,GEDEBAGEDEBA,geréḅageréḅa,gereɓagereɓa,LHLLHL,CVCVCVCVCVCV,,,v.i.,,Nembe,rough
972114,117,Kaliai 1964 (revised Blench) : Nembe,2244,gbìríkìgbìríkì,(of body) rough; not smooth,adj,,,BIDIKIBIDIKI,gbiríkigbiríki,gbirikigbiriki,LHLLHL,CVCVCVCVCVCV,,,a.,,Nembe,rough
973324,148,Kaliai 1964 (revised Blench) : Nembe,2244,ɩ̀mɔ́rɔ̀ɩ̰̀,periwinkle with smooth shell;,N,e.g. ịmọ́rọịn ịsẹmị,,IBODOI,ịmọ́rọịn,ɩmɔrɔɩ,LHLL,VCVCVV,,,n.m.,,Nembe,smooth
973535,153,Kaliai 1964 (revised Blench) : Nembe,2244,jákàjákà,ruffled; shaggy; rough-haired; unkempt; uncombed,adj,,,JAKAJAKA,jákajáka,jakajaka,HLHL,CVCVCVCV,,,a.,,Nembe,rough
973538,154,Kaliai 1964 (revised Blench) : Nembe,2244,jákàkáà,shaggy; with rough dried-up twigs; bristly; setaceous,adj,,,JAKAKA,jákakáa,jakakaa,HLHL,CVCVCVV,,,a.,,Nembe,rough
973874,162,Kaliai 1964 (revised Blench) : Nembe,2244,kàrʊ̀kàrʊ́,rough; not smooth,adj,,rugueux,KADUKADU,karụkarụ́,karʊkarʊ,LLLH,CVCVCVCV,,rough,a.,,Nembe,rough
973959,165,Kaliai 1964 (revised Blench) : Nembe,2244,kèrìkèrí,rough; not smooth,adj,,rugueux,KEDIKEDI,kerikerí,kerikeri,LLLH,CVCVCVCV,,rough,a.,,Nembe,rough
974701,184,Kaliai 1964 (revised Blench) : Nembe,2244,kʊ̀ɔ́,clean; erase; expunge; wipe; rub out; obliterate; make dry; polish; make smooth by friction; burnish; efface,V,,,KUO,kụọ́,kʊɔ,LH,CVV,,,v.t.,,Nembe,smooth
975109,194,Kaliai 1964 (revised Blench) : Nembe,2244,kpìlìkpìlì,glide; pass by with smooth continuous movement,V,,,PIDIPIDI,kpilikpili,kpilikpili,LLLL,CVCVCVCV,,,v.i.,,Nembe,smooth
975124,194,Kaliai 1964 (revised Blench) : Nembe,2244,kpínìníì,smooth; not wrinkled or hairy; not pitted or scored,adj,,,PIDIDI,kpíniníi,kpininii,HLHL,CVCVCVV,,,a.,,Nembe,smooth
975586,205,Kaliai 1964 (revised Blench) : Nembe,2244,lɔ̀kɔ́,easy; not difficult; not stiff; soft; wanting in hardness; lithe; flexible; supple; tender; not rough; not coarse; not tough; not hard; feeble; weak; infirm; wanting in force; balmy; mild; not astringent; non-alcoholic; mellow; easily wounded; delicate; loose; not compact or dense; slack; sluggish; remiss; inactive; relaxed; weary; lacking vigour,adj,,facile ; faible ; souple ; mou,DOKO,lọkọ́,lɔkɔ,LH,CVCV,,easy ; soft ; supple ; weak,a.,,Nembe,rough
975839,211,Kaliai 1964 (revised Blench) : Nembe,2244,mɛ́ʊ̰̀,smooth; well-trimmed; not pitted,adj,,,BEU,mẹ́ụn²,mɛʊ,HL,CVV,,,a.,,Nembe,smooth
975845,211,Kaliai 1964 (revised Blench) : Nembe,2244,mílòlíì,smooth; free from projections,adj,,,BIDODI,mílolíi,milolii,HLHL,CVCVCVV,,,a.,,Nembe,smooth
975903,213,Kaliai 1964 (revised Blench) : Nembe,2244,mínìmínì,"glide; move, change, colour, by smooth continuous slow movement (of liquid, ship, carriage, snake, chameleon changing colour)",V,,,BIDIBIDI,mínimíni,minimini,HLHL,CVCVCVCV,,,v.i.,,Nembe,smooth
975948,214,Kaliai 1964 (revised Blench) : Nembe,2244,mɩ́lɔ̀lɩ́ɩ̀,slender and smooth,adj,,,BIDODI,mị́lọlị́ị,mɩlɔlɩɩ,HLHL,CVCVCVV,,,a.,,Nembe,smooth
976596,231,Kaliai 1964 (revised Blench) : Nembe,2244,òɗù-ɩ̀sɩ̀yè,plant sp. with rough leaves; sand-paper,N,Ficus asperifolia,arbre sp.,ODU-ICIJE,oḍu-ịsịye,oɗu-ɩsɩye,LL-LLL,VCV-VCVCV,,tree sp.,n.,,Nembe,rough
977396,252,Kaliai 1964 (revised Blench) : Nembe,2244,yàkàyàkà-ɔ́nʊ̰̀gɔ́,small rough waves,N,,,JAKAJAKA-ODUGO,yakayaka-ọ́nụngọ́,yakayaka-ɔnʊgɔ,LLLL-HLH,CVCVCVCV-VCVCV,,,n.,,Nembe,rough
977913,265,Kaliai 1964 (revised Blench) : Nembe,2244,pɩ̀nɩ̰́gɩ̀pɩ̀nɩ̰́gɩ̀,soft; not rough or coarse; quilted; snug,adj,,,PIDIGIPIDIGI,pịnị́ngịpịnị́ngị,pɩnɩgɩpɩnɩgɩ,LHLLHL,CVCVCVCVCVCV,,,a.,,Nembe,rough
978742,286,Kaliai 1964 (revised Blench) : Nembe,2244,sɔ̀nɔ̀nɩ́sɔ̀nɔ̀nɩ̀,sleek; smooth and soft and glossy; smoothly gliding,adj,,,CODODICODODI,sọnọnị́sọnọnị,sɔnɔnɩsɔnɔnɩ,LLHLLL,CVCVCVCVCVCV,,,a.,,Nembe,smooth
978854,288,Kaliai 1964 (revised Blench) : Nembe,2244,sʊ́ʊ̀,"smooth (of powder, pomade, etc., on skin); ground fine (of tobacco); boiled white (of oil)",adj,,,CU,sụ́ụ⁴,sʊʊ,HL,CVV,,,a.,,Nembe,smooth
980000,316,Kaliai 1964 (revised Blench) : Nembe,2244,vùrá̰,slash; make a rough cut,V,,,BUDA,vurán,vura,LH,CVCV,,,v.i.,,Nembe,rough
980029,317,Kaliai 1964 (revised Blench) : Nembe,2244,vʊ̀rá̰,slash; make rough cut,V,,,BUDA,vụrán,vʊra,LH,CVCV,,,v.i.,,Nembe,rough
980091,318,Kaliai 1964 (revised Blench) : Nembe,2244,wàkáràwàkárà ~ wákàràwàkàrà,dry and rough,adj,,,BAKADABAKADA,"wakárawakára, wákarawakara",wakarawakara,LHLLHL ~ HLLLLL,CVCVCVCVCVCV,,,a.,,Nembe,rough
980143,320,Kaliai 1964 (revised Blench) : Nembe,2244,wàràwàrá,"coarse, not soft (grain)",adj,,,BADABADA,warawará¹,warawara,LLLH,CVCVCVCV,,,a.,,Nembe,rough
980296,323,Kaliai 1964 (revised Blench) : Nembe,2244,wígìwígì,(of handling) rough; violent,adj,,,BIGIBIGI,wígiwígi,wigiwigi,HLHL,CVCVCVCV,,,a.,,Nembe,rough
980297,323,Kaliai 1964 (revised Blench) : Nembe,2244,wígìwígì,be rough with (in handling),V,,,BIGIBIGI,wígiwígi,wigiwigi,HLHL,CVCVCVCV,,,v.i.,,Nembe,rough
210748,39,Creissels 2011 : mandinka,2498,déékà,être lisse,V,,lisse,DEKA,déeka,deeka,HL,CVVCV,,,,,Mandinka,smooth
213482,166,Creissels 2011 : mandinka,2498,nùnkù,"gras, lisse ; être lisse, avoir de l’embonpoint",qlt,,gras ; lisse,DUKU,nuŋku,nunku,LL,CVCV,,,,,Mandinka,smooth
213483,166,Creissels 2011 : mandinka,2498,nùnkùndì,"rendre gras, rendre lisse",V,,graisser ; lisser,DUKUDI,nuŋkundi,nunkundi,LLL,CVCVCV,,,,,Mandinka,smooth
