iso.x,language,eng_orig.x,roughness,trans,back_trans,language_n,rough,iso639.3,regexp.r,regexp.l,r,l,mbranch,stock,area,continent,longitude,latitude,regexp.t,regexp.n,regexp.s,regexp.k,regexp.m,regexp.p,regexp.b,regexp.d,t,d,p,b,k,s,m,n,id,iso.y,eng_orig.y,trans_qual
cs,Czech,lacy,-1.4,krajkový,lacy,66,FALSE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cs lacy,NA,NA,NA
cs,Czech,abrasive,6.3,abrazivní,abrasive,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,cs abrasive,NA,NA,NA
cs,Czech,bony,2.5,kostnatý,bony,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,cs bony,NA,NA,NA
cs,Czech,slippery,-6.2,kluzký,slippery,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cs slippery,NA,NA,NA
cs,Czech,lumpy,2.9,hrudkovitý,lumpy,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cs lumpy,NA,NA,NA
cs,Czech,coarse,5.4,hrubý,coarse,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cs coarse,NA,NA,NA
cs,Czech,wooden,1.3,dřevěný,wooden,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,cs wooden,NA,NA,NA
cs,Czech,shiny,-4.2,lesklý,shiny,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cs shiny,NA,NA,NA
cs,Czech,polished,-5.3,leštěné,polished,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,cs polished,NA,NA,NA
cs,Czech,painted,-3,malované,painted,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,cs painted,NA,NA,NA
cs,Czech,serrated,4,zoubkovaný,serrated,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,cs serrated,NA,NA,NA
cs,Czech,bumpy,3.3,hrbolatý,bumpy,66,TRUE,ces,[rř],l,TRUE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cs bumpy,NA,NA,NA
cs,Czech,matted,0.3,matované,matted,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,cs matted,NA,NA,NA
cs,Czech,crumpled,3.1,zmačkaný,crumpled,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,cs crumpled,NA,NA,NA
cs,Czech,sandy,3.9,písečné,sandy,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,cs sandy,NA,NA,NA
cs,Czech,icy,-4.3,ledový,icy,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cs icy,NA,NA,NA
cs,Czech,ceramic,-2.5,keramický,ceramic,66,FALSE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,cs ceramic,NA,NA,NA
cs,Czech,gelatinous,-4.2,želatinový,gelatinous,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,cs gelatinous,NA,NA,NA
cs,Czech,bald,-4.1,plešatý,bald,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cs bald,NA,NA,NA
cs,Czech,corroded,3.5,korodovaný,corroded,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,cs corroded,NA,NA,NA
cs,Czech,creamy,-4.8,krémová,creamy,66,FALSE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,cs creamy,NA,NA,NA
cs,Czech,chalky,-1.1,křídový,chalky,66,FALSE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cs chalky,NA,NA,NA
cs,Czech,flat,-2.7,ploché,flat,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cs flat,NA,NA,NA
cs,Czech,etched,2.8,leptané,etched,66,TRUE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cs etched,NA,NA,NA
cs,Czech,slimy,-5.2,sliznatý,slimy,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,cs slimy,NA,NA,NA
cs,Czech,oily,-6.2,mastná,oily,66,FALSE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,cs oily,NA,NA,NA
cs,Czech,perforated,0.4,perforovaný,perforated,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cs perforated,NA,NA,NA
cs,Czech,scaly,1.9,šupinatý,scaly,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cs scaly,NA,NA,NA
cs,Czech,dusty,-0.8,zaprášený,dusty,66,FALSE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cs dusty,NA,NA,NA
cs,Czech,cracked,3.5,popraskané,cracked,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,cs cracked,NA,NA,NA
cs,Czech,crisp,2,křupavý,crisp,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cs crisp,NA,NA,NA
cs,Czech,fibrous,2.3,vláknitý,fibrous,66,TRUE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cs fibrous,NA,NA,NA
cs,Czech,smooth,-6.9,hladký,smooth,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cs smooth,NA,NA,NA
cs,Czech,grainy,3.9,zrnitý,grainy,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cs grainy,NA,NA,NA
cs,Czech,rocky,4.8,skalnaté,rocky,66,TRUE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,cs rocky,NA,NA,NA
cs,Czech,hairy,0,chlupatý,hairy,66,TRUE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cs hairy,NA,NA,NA
cs,Czech,furry,-2.8,srstnatý,furry,66,FALSE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,cs furry,NA,NA,NA
cs,Czech,woven,-0.2,tkaný,woven,66,FALSE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,cs woven,NA,NA,NA
cs,Czech,prickly,5.2,pichlavý,prickly,66,TRUE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cs prickly,NA,NA,NA
cs,Czech,blunt,0.5,otupit,blunt,66,TRUE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cs blunt,NA,NA,NA
cs,Czech,thorny,5.8,trnitý,thorny,66,TRUE,ces,[rř],l,TRUE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cs thorny,NA,NA,NA
cs,Czech,glassy,-4.3,skelný,glassy,66,FALSE,ces,[rř],l,FALSE,TRUE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,cs glassy,NA,NA,NA
cs,Czech,waxy,-3.6,voskový,waxy,66,FALSE,ces,[rř],l,FALSE,FALSE,Balto-Slavic,Indo-European,Europe,W and SW Eurasia,15,50,(t$|t[^ie]),(n$|n[^ie]),s,k,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cs waxy,NA,NA,NA
cy,Welsh,abrasive,6.3,sgraffiniol,abrasive,24,TRUE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),TRUE,TRUE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,cy abrasive,NA,NA,NA
cy,Welsh,slippery,-6.2,llithrig,slippery,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),TRUE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cy slippery,NA,NA,NA
cy,Welsh,rough,6.2,garw,rough,24,TRUE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),TRUE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cy rough,NA,NA,NA
cy,Welsh,metallic,-1.9,metelaidd,metallic,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,TRUE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cy metallic,NA,NA,NA
cy,Welsh,shiny,-4.2,sgleiniog,shiny,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,TRUE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,cy shiny,NA,NA,NA
cy,Welsh,painted,-3,wedi&#39;i baentio,painted,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,cy painted,NA,NA,NA
cy,Welsh,sandy,3.9,tywodlyd,sandy,24,TRUE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,TRUE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cy sandy,NA,NA,NA
cy,Welsh,ceramic,-2.5,ceramig,ceramic,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),TRUE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,cy ceramic,NA,NA,NA
cy,Welsh,oily,-6.2,olewog,oily,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,TRUE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cy oily,NA,NA,NA
cy,Welsh,dusty,-0.8,llwchog,dusty,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cy dusty,NA,NA,NA
cy,Welsh,fibrous,2.3,ffibrog,fibrous,24,TRUE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),TRUE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cy fibrous,NA,NA,NA
cy,Welsh,smooth,-6.9,llyfn,smooth,24,FALSE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),FALSE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,cy smooth,NA,NA,NA
cy,Welsh,rocky,4.8,creigiog,rocky,24,TRUE,cym,r,([^l]l$|^l[^l]|[^l]l[^l]),TRUE,FALSE,Italic-Celtic,Indo-European,Europe,W and SW Eurasia,-3,52,t,(n$|n[^g]),(s$|si[^aeoiuywâêîôûŵŷẃáéóíúý]|s[^i]),c,m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cy rocky,NA,NA,NA
da,Danish,velvety,-5.3,fløjlsagtig,velvety,76,FALSE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,da velvety,NA,NA,NA
da,Danish,coated,-2.8,belagt,coated,76,FALSE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,da coated,NA,NA,NA
da,Danish,frizzy,0.6,kruset,frizzy,76,TRUE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,da frizzy,NA,NA,NA
da,Danish,stubbly,5,stubbet,stubbly,76,TRUE,dan,r,l,FALSE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,da stubbly,NA,NA,NA
da,Danish,bubbly,-3.3,boblende,bubbly,76,FALSE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,da bubbly,NA,NA,NA
da,Danish,gnarled,4.4,knudrede,gnarled,76,TRUE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,da gnarled,NA,NA,NA
da,Danish,abrasive,6.3,slibende,abrasive,76,TRUE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,da abrasive,NA,NA,NA
da,Danish,bony,2.5,knoklet,bony,76,TRUE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,da bony,NA,NA,NA
da,Danish,lumpy,2.9,klumpet,lumpy,76,TRUE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,da lumpy,NA,NA,NA
da,Danish,rough,6.2,ru,rough,76,TRUE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,da rough,NA,NA,NA
da,Danish,coarse,5.4,grov,coarse,76,TRUE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,da coarse,NA,NA,NA
da,Danish,textured,0.8,tekstureret,textured,76,TRUE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,da textured,NA,NA,NA
da,Danish,metallic,-1.9,metallisk,metallic,76,FALSE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,da metallic,NA,NA,NA
da,Danish,shiny,-4.2,skinnende,shiny,76,FALSE,dan,r,l,FALSE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,da shiny,NA,NA,NA
da,Danish,polished,-5.3,poleret,polished,76,FALSE,dan,r,l,TRUE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,da polished,NA,NA,NA
da,Danish,rippled,3.1,piblede,rippled,76,TRUE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,da rippled,NA,NA,NA
da,Danish,matted,0.3,sammenfiltret,matted,76,TRUE,dan,r,l,TRUE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,da matted,NA,NA,NA
da,Danish,woolly,0,uldne,woolly,76,TRUE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,da woolly,NA,NA,NA
da,Danish,sandy,3.9,sandet,sandy,76,TRUE,dan,r,l,FALSE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,da sandy,NA,NA,NA
da,Danish,dented,2.4,bulet,dented,76,TRUE,dan,r,l,FALSE,TRUE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,da dented,NA,NA,NA
da,Danish,icy,-4.3,isnende,icy,76,FALSE,dan,r,l,FALSE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,da icy,NA,NA,NA
da,Danish,scratchy,5,skrattende,scratchy,76,TRUE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,da scratchy,NA,NA,NA
da,Danish,ceramic,-2.5,keramisk,ceramic,76,FALSE,dan,r,l,TRUE,FALSE,Germanic,Indo-European,Europe,W and SW Eurasia,10,56,t,n,s,(k|c|q),m,p,b,d,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,da ceramic,NA,NA,NA
