Language,ISO_code,Phoible_code,Meaning,Form,Trill,Dataset,Latitude,Longitude,Family,Branch,Area,Continent,Rough.M,rough,R_type,r,l
French,fra,fra,matted,emmêlé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.3,TRUE,trill,FALSE,TRUE
French,fra,fra,woolly,laineux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0,TRUE,trill,FALSE,TRUE
French,fra,fra,sandy,sablonneux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.9,TRUE,trill,FALSE,TRUE
French,fra,fra,gravelly,graveleux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.1,TRUE,trill,TRUE,TRUE
French,fra,fra,ceramic,céramique,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.5,FALSE,trill,TRUE,FALSE
French,fra,fra,gelatinous,gélatineux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.2,FALSE,trill,FALSE,TRUE
French,fra,fra,bald,chauve,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.1,FALSE,trill,FALSE,FALSE
French,fra,fra,corroded,corrodé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,FALSE
French,fra,fra,creamy,crémeux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.8,FALSE,trill,TRUE,FALSE
French,fra,fra,chalky,crayeux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.1,FALSE,trill,TRUE,FALSE
French,fra,fra,varnished,verni,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.7,FALSE,trill,TRUE,FALSE
French,fra,fra,oily,huileux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,TRUE
French,fra,fra,lubricated,lubrifié,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,trill,TRUE,TRUE
French,fra,fra,papery,parcheminé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.2,FALSE,trill,TRUE,FALSE
French,fra,fra,perforated,perforé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.4,TRUE,trill,TRUE,FALSE
French,fra,fra,scaly,écailleux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,1.9,TRUE,trill,FALSE,TRUE
French,fra,fra,dusty,poussiéreux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.8,FALSE,trill,TRUE,FALSE
French,fra,fra,crisp,croustillant,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2,TRUE,trill,TRUE,TRUE
French,fra,fra,fibrous,fibreux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.3,TRUE,trill,TRUE,FALSE
French,fra,fra,silky,soyeux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.9,FALSE,trill,FALSE,FALSE
French,fra,fra,smooth,lisse,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
French,fra,fra,bristly,hérissé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.4,TRUE,trill,TRUE,FALSE
French,fra,fra,granular,granulaire,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,TRUE
French,fra,fra,rocky,rocheux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.8,TRUE,trill,TRUE,FALSE
French,fra,fra,barbed,barbelé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3,TRUE,trill,TRUE,TRUE
French,fra,fra,hairy,poilu,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0,TRUE,trill,FALSE,TRUE
French,fra,fra,woven,tissé,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.2,FALSE,trill,FALSE,FALSE
French,fra,fra,feathered,à plumes,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.6,FALSE,trill,FALSE,TRUE
French,fra,fra,blunt,émousser,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.5,TRUE,trill,TRUE,FALSE
French,fra,fra,thorny,épineux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,5.8,TRUE,trill,FALSE,FALSE
French,fra,fra,glassy,vitreux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.3,FALSE,trill,TRUE,FALSE
French,fra,fra,waxy,cireux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.6,FALSE,trill,TRUE,FALSE
French,fra,fra,greasy,graisseux,yes,Google,48,2,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.1,FALSE,trill,TRUE,FALSE
Frisian,fry,frr,rough,rûch,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,6.2,TRUE,trill,TRUE,FALSE
Frisian,fry,frr,wooden,houten,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,1.3,TRUE,trill,FALSE,FALSE
Frisian,fry,frr,painted,skildere,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-3,FALSE,trill,TRUE,TRUE
Frisian,fry,frr,ceramic,keramyk,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-2.5,FALSE,trill,TRUE,FALSE
Frisian,fry,frr,corroded,korrodearre,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,FALSE
Frisian,fry,frr,chalky,kalkelich,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-1.1,FALSE,trill,FALSE,TRUE
Frisian,fry,frr,flat,flet,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-2.7,FALSE,trill,FALSE,TRUE
Frisian,fry,frr,perforated,perforearre,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,0.4,TRUE,trill,TRUE,FALSE
Frisian,fry,frr,scaly,skaly,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,1.9,TRUE,trill,FALSE,TRUE
Frisian,fry,frr,dusty,stoffich,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8,FALSE,trill,FALSE,FALSE
Frisian,fry,frr,smooth,glêd,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Frisian,fry,frr,rocky,rockich,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,4.8,TRUE,trill,TRUE,FALSE
Frisian,fry,frr,glassy,glasich,yes,Google,53,6,Indo-European,Germanic,Europe,W and SW Eurasia,-4.3,FALSE,trill,FALSE,TRUE
Irish,gle,gle,coated,brataithe,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.8,FALSE,no trill,TRUE,FALSE
Irish,gle,gle,abrasive,scríobach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3,TRUE,no trill,TRUE,FALSE
Irish,gle,gle,slippery,sleamhain,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,no trill,FALSE,TRUE
Irish,gle,gle,rough,garbh,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.2,TRUE,no trill,TRUE,FALSE
Irish,gle,gle,metallic,mhiotalacha,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.9,FALSE,no trill,FALSE,TRUE
Irish,gle,gle,shiny,lonracha,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.2,FALSE,no trill,TRUE,TRUE
Irish,gle,gle,polished,snasta,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3,FALSE,no trill,FALSE,FALSE
Irish,gle,gle,painted,péinteáilte,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3,FALSE,no trill,FALSE,TRUE
Irish,gle,gle,fine,fíneáil,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.2,FALSE,no trill,FALSE,TRUE
Irish,gle,gle,beaded,feirbthe,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3,TRUE,no trill,TRUE,FALSE
Irish,gle,gle,sandy,ghainmheach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.9,TRUE,no trill,FALSE,FALSE
Irish,gle,gle,ceramic,ceirmeach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.5,FALSE,no trill,TRUE,FALSE
Irish,gle,gle,flat,árasán,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.7,FALSE,no trill,TRUE,FALSE
Irish,gle,gle,etched,eitseáilte,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.8,TRUE,no trill,FALSE,TRUE
Irish,gle,gle,oily,olacha,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,no trill,FALSE,TRUE
Irish,gle,gle,perforated,bréifneach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.4,TRUE,no trill,TRUE,FALSE
Irish,gle,gle,cracked,scáinte,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5,TRUE,no trill,FALSE,FALSE
Irish,gle,gle,granular,gráinneach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5,TRUE,no trill,TRUE,FALSE
Irish,gle,gle,rocky,creagach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.8,TRUE,no trill,TRUE,FALSE
Irish,gle,gle,woven,fite,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.2,FALSE,no trill,FALSE,FALSE
Irish,gle,gle,glassy,gloineach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.3,FALSE,no trill,FALSE,TRUE
Irish,gle,gle,greasy,gréisceach,no,Google,53,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.1,FALSE,no trill,TRUE,FALSE
Galician,glg,glg,velvety,aveludado,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3,FALSE,mixed with trill,FALSE,TRUE
Galician,glg,glg,coated,revestido,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.8,FALSE,mixed with trill,TRUE,FALSE
Galician,glg,glg,abrasive,abrasivo,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,slippery,esvaradío,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,mixed with trill,TRUE,FALSE
Galician,glg,glg,metallic,metálico,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.9,FALSE,mixed with trill,FALSE,TRUE
Galician,glg,glg,polished,pulido,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3,FALSE,mixed with trill,FALSE,TRUE
Galician,glg,glg,painted,pintado,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3,FALSE,mixed with trill,FALSE,FALSE
Galician,glg,glg,frayed,deshilachado,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.8,FALSE,mixed with trill,FALSE,TRUE
Galician,glg,glg,gelatinous,xelatinosa,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.2,FALSE,mixed with trill,FALSE,TRUE
Galician,glg,glg,bald,calvo,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.1,FALSE,mixed with trill,FALSE,TRUE
Galician,glg,glg,corroded,corroído,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,craterous,craterosa,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.6,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,creamy,cremoso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.8,FALSE,mixed with trill,TRUE,FALSE
Galician,glg,glg,slimy,baboso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.2,FALSE,mixed with trill,FALSE,FALSE
Galician,glg,glg,oily,aceitosa,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,mixed with trill,FALSE,FALSE
Galician,glg,glg,lubricated,lubricado,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2,FALSE,mixed with trill,TRUE,TRUE
Galician,glg,glg,perforated,perforado,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.4,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,dusty,polvoriento,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.8,FALSE,mixed with trill,TRUE,TRUE
Galician,glg,glg,rugged,accidentado,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4,TRUE,mixed with trill,FALSE,FALSE
Galician,glg,glg,fibrous,fibroso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.3,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,silky,sedoso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.9,FALSE,mixed with trill,FALSE,FALSE
Galician,glg,glg,grainy,graino,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.9,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,rocky,rochoso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.8,TRUE,mixed with trill,TRUE,FALSE
Galician,glg,glg,hairy,peludo,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0,TRUE,mixed with trill,FALSE,TRUE
Galician,glg,glg,thorny,espiñento,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,5.8,TRUE,mixed with trill,FALSE,FALSE
Galician,glg,glg,glassy,vidrioso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.3,FALSE,mixed with trill,TRUE,FALSE
Galician,glg,glg,waxy,ceroso,yes,Google,43,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.6,FALSE,mixed with trill,TRUE,FALSE
Croatian,hrv; srp,hrv,ridged,grebenast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.1,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,velvety,baršunast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.3,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,coated,premazan,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-2.8,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,ribbed,rebrast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.4,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,stubbly,strnjikav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,gnarled,kvrgav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.4,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,lacy,čipkan,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.4,FALSE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,abrasive,abraziv,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,6.3,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,bony,koščat,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.5,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,slippery,klizav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,knobby,kvrgast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.6,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,wooden,drven,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,1.3,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,metallic,metalik,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.9,FALSE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,fine,fino,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.2,FALSE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,serrated,pilast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4,TRUE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,bumpy,neravan,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.3,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,woolly,sviter,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,crumpled,zgužvao,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.1,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,sandy,pjeskovit,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.9,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,dented,reckast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.4,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,icy,mrzli,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.3,FALSE,trill,TRUE,TRUE
Croatian,hrv; srp,hrv,scratchy,škrabav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,pebbly,šljunčani,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.8,TRUE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,ceramic,keramički,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-2.5,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,crusty,s koricom,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.9,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,gelatinous,pihtijast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.2,FALSE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,bald,ćelav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.1,FALSE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,corroded,izgrižen,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,creamy,kremast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.8,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,chalky,kredast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.1,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,etched,ugraviran,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.8,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,slimy,ljigav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.2,FALSE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,lubricated,podmazani,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,crumbly,mrvljiv,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.2,TRUE,trill,TRUE,TRUE
Croatian,hrv; srp,hrv,papery,papirast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-3.2,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,perforated,perforiran,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.4,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,scaly,pokriven krljuštima,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,1.9,TRUE,trill,TRUE,TRUE
Croatian,hrv; srp,hrv,dusty,prašnjav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.8,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,cracked,napuknut,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.5,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,ragged,čupav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.3,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,crisp,hrskav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,fibrous,fibrozan,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.3,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,silky,svilenkast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.9,FALSE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,sleek,uglađen,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.6,FALSE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,bristly,čekinjast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.4,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,grainy,zrnast,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.9,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,rocky,stjenovit,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.8,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,hairy,dlakav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0,TRUE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,furry,krznen,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-2.8,FALSE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,woven,tkani,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.2,FALSE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,prickly,bodljikav,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5.2,TRUE,trill,FALSE,TRUE
Croatian,hrv; srp,hrv,blunt,tup,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.5,TRUE,trill,FALSE,FALSE
Croatian,hrv; srp,hrv,thorny,trnovit,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5.8,TRUE,trill,TRUE,FALSE
Croatian,hrv; srp,hrv,waxy,voštan,yes,Google,44,19,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-3.6,FALSE,trill,FALSE,FALSE
Haitian Creole,hat,hat,coated,kouvwi,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,-2.8,FALSE,NA,FALSE,FALSE
Haitian Creole,hat,hat,abrasive,abrazif,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,6.3,TRUE,NA,TRUE,FALSE
Haitian Creole,hat,hat,rough,ki graj,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,6.2,TRUE,NA,TRUE,FALSE
Haitian Creole,hat,hat,coarse,koryas,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,5.4,TRUE,NA,TRUE,FALSE
Haitian Creole,hat,hat,wooden,an bwa,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,1.3,TRUE,NA,FALSE,FALSE
Haitian Creole,hat,hat,metallic,metallik,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,-1.9,FALSE,NA,FALSE,TRUE
Haitian Creole,hat,hat,fine,amann,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,-5.2,FALSE,NA,FALSE,FALSE
Haitian Creole,hat,hat,bumpy,aksidante,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,3.3,TRUE,NA,FALSE,FALSE
Haitian Creole,hat,hat,firm,fèm,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,4.2,TRUE,NA,FALSE,FALSE
Haitian Creole,hat,hat,ceramic,seramik,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,-2.5,FALSE,NA,TRUE,FALSE
Haitian Creole,hat,hat,bald,chòv,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,-4.1,FALSE,NA,FALSE,FALSE
Haitian Creole,hat,hat,flat,plat,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,-2.7,FALSE,NA,FALSE,TRUE
Haitian Creole,hat,hat,harsh,piman bouk,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,5.5,TRUE,NA,FALSE,FALSE
Haitian Creole,hat,hat,granular,granulaire,no,Google,19,-72.5,Haitian Creole,NA,Mesoamerica,C America,3.5,TRUE,NA,TRUE,TRUE
Armenian,hye,hye,ribbed,շերտավոր,yes,Google,40,45,Indo-European,Greek-Armenian,Greater Mesopotamia,W and SW Eurasia,3.4,TRUE,trill,TRUE,FALSE
Armenian,hye,hye,abrasive,հղկող,yes,Google,40,45,Indo-European,Greek-Armenian,Greater Mesopotamia,W and SW Eurasia,6.3,TRUE,trill,FALSE,FALSE
Armenian,hye,hye,slippery,սայթաքուն,yes,Google,40,45,Indo-European,Greek-Armenian,Greater Mesopotamia,W and SW Eurasia,-6.2,FALSE,trill,FALSE,FALSE
Armenian,hye,hye,rough,կոպիտ,yes,Google,40,45,Indo-European,Greek-Armenian,Greater Mesopotamia,W and SW Eurasia,6.2,TRUE,trill,FALSE,FALSE
Armenian,hye,hye,wooden,փայտե,yes,Google,40,45,Indo-European,Greek-Armenian,Greater Mesopotamia,W and SW Eurasia,1.3,TRUE,trill,FALSE,FALSE
